Location,Date,Time  ,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%)
Balgarden ,01/07/2022,12:00 PM,0.53 ,8.58 ,0.00 ,19.00 ,30.00 ,35.50 ,83.26 
Balgarden ,01/07/2022,12:10 PM,0.54 ,8.58 ,0.00 ,19.00 ,30.00 ,35.60 ,86.59 
Balgarden ,01/07/2022,12:20 PM,0.59 ,8.58 ,2.05 ,21.00 ,28.00 ,35.60 ,90.36 
Balgarden ,01/07/2022,12:30 PM,0.50 ,8.58 ,0.00 ,19.00 ,34.00 ,35.20 ,93.12 
Balgarden ,01/07/2022,12:40 PM,0.50 ,8.58 ,0.00 ,21.00 ,37.00 ,35.10 ,88.98 
Balgarden ,01/07/2022,12:50 PM,0.49 ,11.44 ,0.00 ,21.00 ,38.00 ,35.37 ,83.89 
Balgarden ,01/07/2022,1:00 PM,0.57 ,8.58 ,0.00 ,22.00 ,33.00 ,34.98 ,78.96 
Balgarden ,01/07/2022,1:10 PM,1.25 ,8.58 ,0.00 ,21.00 ,36.00 ,34.90 ,72.52 
Balgarden ,01/07/2022,1:20 PM,1.25 ,8.58 ,2.05 ,23.00 ,37.00 ,34.90 ,67.77 
Balgarden ,01/07/2022,1:30 PM,0.00 ,11.44 ,0.00 ,24.00 ,38.00 ,34.90 ,73.00 
Balgarden ,01/07/2022,1:40 PM,0.00 ,8.58 ,4.11 ,26.00 ,41.00 ,35.10 ,69.61 
Balgarden ,01/07/2022,1:50 PM,0.00 ,11.44 ,0.00 ,28.00 ,42.00 ,35.50 ,67.92 
Balgarden ,01/07/2022,2:00 PM,0.00 ,8.58 ,4.11 ,28.00 ,44.00 ,32.50 ,68.18 
Balgarden ,01/07/2022,2:10 PM,1.25 ,11.44 ,4.11 ,31.00 ,46.00 ,33.30 ,70.90 
Balgarden ,01/07/2022,2:20 PM,1.25 ,11.44 ,2.05 ,30.00 ,47.00 ,33.60 ,74.53 
Balgarden ,01/07/2022,2:30 PM,0.00 ,11.44 ,0.00 ,31.00 ,49.00 ,33.90 ,78.28 
Balgarden ,01/07/2022,2:40 PM,0.00 ,14.30 ,0.00 ,35.00 ,51.00 ,33.70 ,83.26 
Balgarden ,01/07/2022,2:50 PM,1.25 ,11.44 ,0.00 ,33.00 ,55.00 ,33.60 ,82.32 
Balgarden ,01/07/2022,3:00 PM,0.00 ,11.44 ,0.00 ,30.00 ,57.00 ,33.90 ,82.59 
Balgarden ,01/07/2022,3:10 PM,1.25 ,14.30 ,2.05 ,29.00 ,69.00 ,33.56 ,83.54 
Balgarden ,01/07/2022,3:20 PM,0.42 ,11.44 ,2.05 ,21.00 ,68.00 ,33.90 ,87.09 
Balgarden ,01/07/2022,3:30 PM,0.42 ,11.44 ,0.00 ,22.00 ,68.00 ,33.80 ,92.17 
Balgarden ,01/07/2022,3:40 PM,0.41 ,11.44 ,4.11 ,27.00 ,65.00 ,33.90 ,85.28 
Balgarden ,01/07/2022,3:50 PM,0.00 ,14.30 ,0.00 ,27.00 ,63.00 ,34.00 ,83.17 
Balgarden ,01/07/2022,4:00 PM,0.00 ,14.30 ,0.00 ,25.00 ,61.00 ,34.20 ,78.75 
Balgarden ,01/07/2022,4:10 PM,1.25 ,14.30 ,0.00 ,21.00 ,60.00 ,33.91 ,76.32 
Balgarden ,01/07/2022,4:20 PM,0.00 ,11.44 ,2.05 ,23.00 ,53.00 ,34.20 ,70.53 
Balgarden ,01/07/2022,4:30 PM,1.25 ,14.30 ,2.05 ,20.00 ,45.00 ,34.30 ,62.72 
Balgarden ,01/07/2022,4:40 PM,0.00 ,11.44 ,2.05 ,18.00 ,39.00 ,34.90 ,50.95 
Balgarden ,01/07/2022,4:50 PM,1.25 ,14.30 ,0.00 ,16.00 ,35.00 ,34.90 ,46.60 
Balgarden ,01/07/2022,5:00 PM,0.00 ,11.44 ,0.00 ,12.00 ,30.00 ,34.90 ,45.62 
Balgarden ,02/07/2022,10:00 AM,1.25 ,14.30 ,0.00 ,24.00 ,48.00 ,34.64 ,49.34 
Balgarden ,02/07/2022,10:10 AM,0.00 ,11.44 ,0.00 ,22.00 ,38.00 ,34.90 ,58.68 
Balgarden ,02/07/2022,10:20 AM,0.00 ,11.44 ,2.05 ,26.00 ,33.00 ,35.00 ,65.70 
Balgarden ,02/07/2022,10:30 AM,1.25 ,11.44 ,2.05 ,23.00 ,45.00 ,34.40 ,73.19 
Balgarden ,02/07/2022,10:40 AM,0.00 ,14.30 ,4.11 ,21.00 ,47.00 ,34.30 ,81.89 
Balgarden ,02/07/2022,10:50 AM,0.00 ,14.30 ,4.11 ,27.00 ,48.00 ,34.00 ,85.19 
Balgarden ,02/07/2022,11:00 AM,1.25 ,17.16 ,0.00 ,28.00 ,37.00 ,34.67 ,89.86 
Balgarden ,02/07/2022,11:10 AM,1.25 ,20.02 ,2.05 ,20.00 ,43.00 ,34.00 ,93.33 
Balgarden ,02/07/2022,11:20 AM,0.00 ,17.16 ,2.05 ,19.00 ,39.00 ,34.00 ,94.30 
Balgarden ,02/07/2022,11:30 AM,0.42 ,17.16 ,4.11 ,17.00 ,33.00 ,33.80 ,94.13 
Balgarden ,02/07/2022,11:40 AM,0.42 ,11.44 ,0.00 ,20.00 ,37.00 ,33.50 ,92.83 
Balgarden ,02/07/2022,11:50 AM,0.41 ,14.30 ,0.00 ,19.00 ,32.00 ,33.30 ,93.86 
Balgarden ,02/07/2022,12:00 PM,1.25 ,11.44 ,0.00 ,19.00 ,30.00 ,33.80 ,90.11 
Balgarden ,02/07/2022,12:10 PM,0.71 ,11.44 ,0.00 ,11.00 ,30.00 ,33.30 ,91.24 
Balgarden ,02/07/2022,12:20 PM,0.70 ,11.44 ,2.05 ,9.00 ,32.00 ,33.10 ,86.85 
Balgarden ,02/07/2022,12:30 PM,0.77 ,11.44 ,0.00 ,9.00 ,34.00 ,32.90 ,76.52 
Balgarden ,02/07/2022,12:40 PM,0.74 ,14.30 ,0.00 ,9.00 ,33.00 ,32.70 ,68.48 
Balgarden ,02/07/2022,12:50 PM,0.72 ,11.44 ,2.05 ,12.00 ,38.00 ,32.50 ,70.68 
Balgarden ,02/07/2022,1:00 PM,0.00 ,11.44 ,0.00 ,11.00 ,42.00 ,32.91 ,72.94 
Balgarden ,02/07/2022,1:10 PM,1.25 ,8.58 ,0.00 ,16.00 ,51.00 ,33.40 ,82.53 
Balgarden ,02/07/2022,1:20 PM,0.71 ,8.58 ,0.00 ,18.00 ,45.00 ,33.90 ,91.59 
Balgarden ,02/07/2022,1:30 PM,0.70 ,8.58 ,0.00 ,16.00 ,50.00 ,33.90 ,97.06 
Balgarden ,02/07/2022,1:40 PM,0.77 ,8.58 ,0.00 ,18.00 ,51.00 ,33.90 ,85.96 
Balgarden ,02/07/2022,1:50 PM,0.74 ,5.72 ,0.00 ,20.00 ,57.00 ,34.10 ,86.83 
Balgarden ,02/07/2022,2:00 PM,0.72 ,8.58 ,0.00 ,21.00 ,61.00 ,34.50 ,93.63 
Balgarden ,02/07/2022,2:10 PM,0.75 ,5.72 ,0.00 ,25.00 ,66.00 ,32.50 ,89.17 
Balgarden ,02/07/2022,2:20 PM,1.25 ,5.72 ,0.00 ,20.00 ,70.00 ,33.30 ,88.55 
Balgarden ,02/07/2022,2:30 PM,0.00 ,8.58 ,0.00 ,19.00 ,65.00 ,33.60 ,87.94 
Balgarden ,02/07/2022,2:40 PM,0.00 ,11.44 ,2.05 ,18.00 ,66.00 ,33.50 ,87.32 
Balgarden ,02/07/2022,2:50 PM,1.25 ,5.72 ,2.05 ,24.00 ,68.00 ,33.70 ,82.09 
Balgarden ,02/07/2022,3:00 PM,0.00 ,5.72 ,0.00 ,30.00 ,71.00 ,33.60 ,72.61 
Balgarden ,02/07/2022,3:10 PM,1.25 ,8.58 ,0.00 ,29.00 ,65.00 ,33.90 ,65.89 
Balgarden ,02/07/2022,3:20 PM,0.71 ,8.58 ,0.00 ,25.00 ,64.00 ,33.59 ,58.81 
Balgarden ,02/07/2022,3:30 PM,0.70 ,11.44 ,0.00 ,29.00 ,61.00 ,33.90 ,57.24 
Balgarden ,02/07/2022,3:40 PM,0.77 ,11.44 ,2.05 ,23.00 ,58.00 ,33.90 ,56.52 
Balgarden ,02/07/2022,3:50 PM,0.74 ,11.44 ,0.00 ,27.00 ,54.00 ,33.80 ,56.36 
Balgarden ,02/07/2022,4:00 PM,0.72 ,8.58 ,0.00 ,25.00 ,55.00 ,34.00 ,67.29 
Balgarden ,02/07/2022,4:10 PM,1.25 ,8.58 ,0.00 ,25.00 ,63.00 ,34.20 ,65.89 
Balgarden ,02/07/2022,4:20 PM,0.00 ,8.58 ,0.00 ,23.00 ,67.00 ,33.90 ,64.49 
Balgarden ,02/07/2022,4:30 PM,1.25 ,11.44 ,0.00 ,25.00 ,69.00 ,34.50 ,63.09 
Balgarden ,02/07/2022,4:40 PM,0.00 ,8.58 ,2.05 ,26.00 ,71.00 ,34.80 ,61.69 
Balgarden ,02/07/2022,4:50 PM,1.25 ,8.58 ,0.00 ,19.00 ,74.00 ,35.00 ,60.29 
Balgarden ,02/07/2022,5:00 PM,0.00 ,8.58 ,0.00 ,12.00 ,72.00 ,34.90 ,58.89 
Behind SMHS,07/07/2022,10:00 AM,1.25 ,8.58 ,0.00 ,27.00 ,50.00 ,34.90 ,57.49 
Behind SMHS,07/07/2022,10:10 AM,0.09 ,11.44 ,0.00 ,25.00 ,40.00 ,34.66 ,56.09 
Behind SMHS,07/07/2022,10:20 AM,0.09 ,8.58 ,2.05 ,29.00 ,35.00 ,35.20 ,58.81 
Behind SMHS,07/07/2022,10:30 AM,0.10 ,8.58 ,0.00 ,26.00 ,47.00 ,34.90 ,57.24 
Behind SMHS,07/07/2022,10:40 AM,0.58 ,8.58 ,0.00 ,24.00 ,49.00 ,34.40 ,56.52 
Behind SMHS,07/07/2022,10:50 AM,1.25 ,11.44 ,0.00 ,30.00 ,50.00 ,34.10 ,56.36 
Behind SMHS,07/07/2022,11:00 AM,0.00 ,8.58 ,0.00 ,31.00 ,39.00 ,34.00 ,67.29 
Behind SMHS,07/07/2022,11:10 AM,1.25 ,11.44 ,2.05 ,23.00 ,45.00 ,34.64 ,65.89 
Behind SMHS,07/07/2022,11:20 AM,0.00 ,14.30 ,2.05 ,22.00 ,41.00 ,34.00 ,66.89 
Behind SMHS,07/07/2022,11:30 AM,0.00 ,14.30 ,2.05 ,20.00 ,35.00 ,33.90 ,68.76 
Behind SMHS,07/07/2022,11:40 AM,0.00 ,11.44 ,0.00 ,23.00 ,39.00 ,33.80 ,70.63 
Behind SMHS,07/07/2022,11:50 AM,1.25 ,11.44 ,0.00 ,22.00 ,34.00 ,33.50 ,72.50 
Behind SMHS,07/07/2022,12:00 PM,0.00 ,11.44 ,0.00 ,22.00 ,32.00 ,33.30 ,64.49 
Behind SMHS,07/07/2022,12:10 PM,1.25 ,8.58 ,0.00 ,14.00 ,32.00 ,33.79 ,63.09 
Behind SMHS,07/07/2022,12:20 PM,0.71 ,11.44 ,2.05 ,12.00 ,34.00 ,33.30 ,61.69 
Behind SMHS,07/07/2022,12:30 PM,0.70 ,11.44 ,0.00 ,12.00 ,36.00 ,32.80 ,60.29 
Behind SMHS,07/07/2022,12:40 PM,0.77 ,8.58 ,2.05 ,12.00 ,35.00 ,32.90 ,58.89 
Behind SMHS,07/07/2022,12:50 PM,0.74 ,11.44 ,0.00 ,15.00 ,40.00 ,32.60 ,57.49 
Behind SMHS,07/07/2022,1:00 PM,0.72 ,8.58 ,0.00 ,14.00 ,44.00 ,32.40 ,56.09 
Behind SMHS,07/07/2022,1:10 PM,0.71 ,5.72 ,2.05 ,19.00 ,53.00 ,32.89 ,58.81 
Behind SMHS,07/07/2022,1:20 PM,0.70 ,5.72 ,0.00 ,21.00 ,47.00 ,33.82 ,57.24 
Behind SMHS,07/07/2022,1:30 PM,0.77 ,5.72 ,4.88 ,19.00 ,52.00 ,33.90 ,56.52 
Behind SMHS,07/07/2022,1:40 PM,0.74 ,5.72 ,4.92 ,21.00 ,53.00 ,33.70 ,56.36 
Behind SMHS,07/07/2022,1:50 PM,0.72 ,8.58 ,4.92 ,23.00 ,59.00 ,33.90 ,67.29 
Behind SMHS,07/07/2022,2:00 PM,1.25 ,11.44 ,4.90 ,24.00 ,63.00 ,33.90 ,57.97 
Behind SMHS,07/07/2022,2:10 PM,0.00 ,11.44 ,4.88 ,28.00 ,68.00 ,34.10 ,57.68 
Behind SMHS,07/07/2022,2:20 PM,0.00 ,11.44 ,4.89 ,23.00 ,72.00 ,34.50 ,57.39 
Behind SMHS,07/07/2022,2:30 PM,0.00 ,14.30 ,4.92 ,22.00 ,67.00 ,32.50 ,57.10 
Behind SMHS,07/07/2022,2:40 PM,1.25 ,17.16 ,4.90 ,21.00 ,68.00 ,33.90 ,56.81 
Behind SMHS,07/07/2022,2:50 PM,1.25 ,11.44 ,4.91 ,27.00 ,70.00 ,32.90 ,56.52 
Behind SMHS,07/07/2022,3:00 PM,0.00 ,17.16 ,4.88 ,33.00 ,73.00 ,33.50 ,56.23 
Behind SMHS,07/07/2022,3:10 PM,1.25 ,8.58 ,4.91 ,32.00 ,67.00 ,33.70 ,55.94 
Behind SMHS,07/07/2022,3:20 PM,0.00 ,8.58 ,2.05 ,28.00 ,66.00 ,33.60 ,55.65 
Behind SMHS,07/07/2022,3:30 PM,0.00 ,11.44 ,0.00 ,32.00 ,63.00 ,33.90 ,55.36 
Behind SMHS,07/07/2022,3:40 PM,1.25 ,8.58 ,2.05 ,26.00 ,60.00 ,33.70 ,55.07 
Behind SMHS,07/07/2022,3:50 PM,0.00 ,8.58 ,0.00 ,30.00 ,56.00 ,33.90 ,54.78 
Behind SMHS,07/07/2022,4:00 PM,0.00 ,8.58 ,0.00 ,28.00 ,57.00 ,33.80 ,54.49 
Behind SMHS,07/07/2022,4:10 PM,1.25 ,11.44 ,2.05 ,28.00 ,65.00 ,34.00 ,54.21 
Behind SMHS,07/07/2022,4:20 PM,0.00 ,8.58 ,0.00 ,26.00 ,69.00 ,34.20 ,53.92 
Behind SMHS,07/07/2022,4:30 PM,0.00 ,11.44 ,2.05 ,28.00 ,71.00 ,33.86 ,53.63 
Behind SMHS,07/07/2022,4:40 PM,0.00 ,11.44 ,0.00 ,29.00 ,73.00 ,34.40 ,53.34 
Behind SMHS,07/07/2022,4:50 PM,1.25 ,8.58 ,2.05 ,22.00 ,76.00 ,34.50 ,53.05 
Behind SMHS,07/07/2022,5:00 PM,0.00 ,14.30 ,0.00 ,15.00 ,74.00 ,35.00 ,52.76 
Behind SMHS,08/07/2022,10:00 AM,1.25 ,11.44 ,0.00 ,28.00 ,52.00 ,34.90 ,52.47 
Behind SMHS,08/07/2022,10:10 AM,0.00 ,14.30 ,2.05 ,26.00 ,42.00 ,34.90 ,52.18 
Behind SMHS,08/07/2022,10:20 AM,0.00 ,11.44 ,2.05 ,30.00 ,37.00 ,34.60 ,51.89 
Behind SMHS,08/07/2022,10:30 AM,0.00 ,11.44 ,0.00 ,27.00 ,49.00 ,35.20 ,51.60 
Behind SMHS,08/07/2022,10:40 AM,0.00 ,11.44 ,2.05 ,25.00 ,51.00 ,34.80 ,51.31 
Behind SMHS,08/07/2022,10:50 AM,1.25 ,14.30 ,0.00 ,31.00 ,52.00 ,34.40 ,51.02 
Behind SMHS,08/07/2022,11:00 AM,0.00 ,11.44 ,0.00 ,32.00 ,41.00 ,34.10 ,50.73 
Behind SMHS,08/07/2022,11:10 AM,1.25 ,14.30 ,0.00 ,24.00 ,47.00 ,34.00 ,50.44 
Behind SMHS,08/07/2022,11:20 AM,0.00 ,17.16 ,2.05 ,23.00 ,43.00 ,34.63 ,50.15 
Behind SMHS,08/07/2022,11:30 AM,0.00 ,17.16 ,2.05 ,21.00 ,37.00 ,34.00 ,49.86 
Behind SMHS,08/07/2022,11:40 AM,0.00 ,14.30 ,0.00 ,24.00 ,41.00 ,33.90 ,91.24 
Behind SMHS,08/07/2022,11:50 AM,1.25 ,14.30 ,0.00 ,23.00 ,36.00 ,33.80 ,86.85 
Behind SMHS,08/07/2022,12:00 PM,0.00 ,14.30 ,0.00 ,23.00 ,34.00 ,33.50 ,76.52 
Behind SMHS,08/07/2022,12:10 PM,1.25 ,11.44 ,2.05 ,15.00 ,34.00 ,33.10 ,68.48 
Behind SMHS,08/07/2022,12:20 PM,0.71 ,14.30 ,2.05 ,13.00 ,36.00 ,32.40 ,70.68 
Behind SMHS,08/07/2022,12:30 PM,0.70 ,14.30 ,0.00 ,13.00 ,38.00 ,32.00 ,72.94 
Behind SMHS,08/07/2022,12:40 PM,0.77 ,11.44 ,0.00 ,13.00 ,37.00 ,31.70 ,82.53 
Behind SMHS,08/07/2022,12:50 PM,0.74 ,14.30 ,2.05 ,16.00 ,42.00 ,31.80 ,91.59 
Behind SMHS,08/07/2022,1:00 PM,0.72 ,11.44 ,0.00 ,15.00 ,46.00 ,31.50 ,97.06 
Behind SMHS,08/07/2022,1:10 PM,0.73 ,8.58 ,2.05 ,20.00 ,55.00 ,31.30 ,85.96 
Behind SMHS,08/07/2022,1:20 PM,0.83 ,8.58 ,0.00 ,22.00 ,49.00 ,31.30 ,86.83 
Behind SMHS,08/07/2022,1:30 PM,0.87 ,8.58 ,2.05 ,20.00 ,54.00 ,32.80 ,93.63 
Behind SMHS,08/07/2022,1:40 PM,0.80 ,8.58 ,0.00 ,22.00 ,55.00 ,32.80 ,89.17 
Behind SMHS,08/07/2022,1:50 PM,0.00 ,11.44 ,2.05 ,24.00 ,61.00 ,32.60 ,88.55 
Behind SMHS,08/07/2022,2:00 PM,1.25 ,14.30 ,0.00 ,25.00 ,65.00 ,32.80 ,87.94 
Behind SMHS,08/07/2022,2:10 PM,0.00 ,14.30 ,2.05 ,29.00 ,70.00 ,32.80 ,87.32 
Behind SMHS,08/07/2022,2:20 PM,0.00 ,14.30 ,2.05 ,24.00 ,74.00 ,33.00 ,82.09 
Behind SMHS,08/07/2022,2:30 PM,0.00 ,17.16 ,0.00 ,23.00 ,69.00 ,33.40 ,72.61 
Behind SMHS,08/07/2022,2:40 PM,1.25 ,20.02 ,0.00 ,22.00 ,70.00 ,31.80 ,65.89 
Behind SMHS,08/07/2022,2:50 PM,1.25 ,14.30 ,2.05 ,28.00 ,72.00 ,32.40 ,58.81 
Behind SMHS,08/07/2022,3:00 PM,0.00 ,17.16 ,0.00 ,32.00 ,72.00 ,32.60 ,57.24 
Behind SMHS,08/07/2022,3:10 PM,1.25 ,11.44 ,2.05 ,33.00 ,69.00 ,32.50 ,56.52 
Behind SMHS,08/07/2022,3:20 PM,0.00 ,11.44 ,0.00 ,29.00 ,68.00 ,33.10 ,56.36 
Behind SMHS,08/07/2022,3:30 PM,0.00 ,14.30 ,2.05 ,33.00 ,65.00 ,33.40 ,67.29 
Behind SMHS,08/07/2022,3:40 PM,1.25 ,11.44 ,2.05 ,27.00 ,62.00 ,31.20 ,65.89 
Behind SMHS,08/07/2022,3:50 PM,0.00 ,11.44 ,0.00 ,31.00 ,58.00 ,30.80 ,64.49 
Behind SMHS,08/07/2022,4:00 PM,0.00 ,11.44 ,0.00 ,29.00 ,59.00 ,31.20 ,63.09 
Behind SMHS,08/07/2022,4:10 PM,1.25 ,14.30 ,2.05 ,29.00 ,67.00 ,30.40 ,87.99 
Behind SMHS,08/07/2022,4:20 PM,0.00 ,11.44 ,2.05 ,27.00 ,71.00 ,30.40 ,92.78 
Behind SMHS,08/07/2022,4:30 PM,0.00 ,14.30 ,4.88 ,29.00 ,73.00 ,30.80 ,95.72 
Behind SMHS,08/07/2022,4:40 PM,0.00 ,14.30 ,4.92 ,30.00 ,75.00 ,28.80 ,86.04 
Behind SMHS,08/07/2022,4:50 PM,1.25 ,11.44 ,4.92 ,23.00 ,78.00 ,29.10 ,89.89 
Behind SMHS,08/07/2022,5:00 PM,0.00 ,17.16 ,4.90 ,16.00 ,76.00 ,28.80 ,95.48 
Behind SMHS,09/07/2022,10:00 AM,1.25 ,14.30 ,4.88 ,29.00 ,46.00 ,28.50 ,97.64 
Behind SMHS,09/07/2022,10:10 AM,1.25 ,14.30 ,4.89 ,27.00 ,38.00 ,28.80 ,97.49 
Behind SMHS,09/07/2022,10:20 AM,0.00 ,14.30 ,4.92 ,28.00 ,44.00 ,29.60 ,91.91 
Behind SMHS,09/07/2022,10:30 AM,0.00 ,11.44 ,4.90 ,28.00 ,65.00 ,29.30 ,60.19 
Behind SMHS,09/07/2022,10:40 AM,0.00 ,11.44 ,4.91 ,26.00 ,67.00 ,29.20 ,53.99 
Behind SMHS,09/07/2022,10:50 AM,1.25 ,11.44 ,4.88 ,29.00 ,58.00 ,29.20 ,46.85 
Behind SMHS,09/07/2022,11:00 AM,0.00 ,5.72 ,4.91 ,31.00 ,43.00 ,29.30 ,43.78 
Behind SMHS,09/07/2022,11:30 AM,0.00 ,11.44 ,0.00 ,22.00 ,29.00 ,29.20 ,42.96 
Behind SMHS,09/07/2022,11:40 AM,0.00 ,5.72 ,2.05 ,25.00 ,37.00 ,29.00 ,54.26 
Behind SMHS,09/07/2022,11:50 AM,1.25 ,5.72 ,0.00 ,23.00 ,32.00 ,28.70 ,66.82 
Behind SMHS,09/07/2022,12:00 PM,0.00 ,8.58 ,0.00 ,24.00 ,30.00 ,28.60 ,76.58 
Behind SMHS,09/07/2022,12:10 PM,1.25 ,14.30 ,2.05 ,21.00 ,30.00 ,3.30 ,82.82 
Behind SMHS,09/07/2022,12:20 PM,0.73 ,14.30 ,2.05 ,22.00 ,32.00 ,32.80 ,91.47 
Behind SMHS,09/07/2022,12:50 PM,0.83 ,14.30 ,2.05 ,17.00 ,35.00 ,32.60 ,94.12 
Behind SMHS,09/07/2022,1:00 PM,0.87 ,14.30 ,0.00 ,23.00 ,42.00 ,32.90 ,96.13 
Behind SMHS,09/07/2022,1:10 PM,0.80 ,8.58 ,2.05 ,21.00 ,47.00 ,33.00 ,97.99 
Behind SMHS,09/07/2022,1:20 PM,0.78 ,8.58 ,2.05 ,23.00 ,56.00 ,32.80 ,99.70 
Behind SMHS,09/07/2022,1:30 PM,0.76 ,14.30 ,0.00 ,21.00 ,59.00 ,32.90 ,95.69 
Behind SMHS,09/07/2022,1:40 PM,0.71 ,20.02 ,0.00 ,30.00 ,61.00 ,32.60 ,95.18 
Behind SMHS,09/07/2022,2:10 PM,0.70 ,14.30 ,2.05 ,33.00 ,68.00 ,32.30 ,90.97 
Behind SMHS,09/07/2022,2:20 PM,0.77 ,14.30 ,4.88 ,34.00 ,70.00 ,32.40 ,85.59 
Behind SMHS,09/07/2022,2:30 PM,0.74 ,14.30 ,4.92 ,24.00 ,75.00 ,31.70 ,84.02 
Behind SMHS,09/07/2022,2:40 PM,0.72 ,11.44 ,4.92 ,36.00 ,90.00 ,32.00 ,77.24 
Behind SMHS,09/07/2022,2:50 PM,0.67 ,11.44 ,4.90 ,29.00 ,88.00 ,31.60 ,76.71 
Behind SMHS,09/07/2022,3:00 PM,0.69 ,14.30 ,4.88 ,32.00 ,73.00 ,31.30 ,75.50 
Behind SMHS,09/07/2022,3:30 PM,0.68 ,11.44 ,4.89 ,34.00 ,70.00 ,31.20 ,75.51 
Behind SMHS,09/07/2022,3:40 PM,1.25 ,11.44 ,4.92 ,28.00 ,65.00 ,30.80 ,70.24 
Behind SMHS,09/07/2022,3:50 PM,0.00 ,14.30 ,4.90 ,32.00 ,63.00 ,30.90 ,67.60 
Behind SMHS,09/07/2022,4:00 PM,0.00 ,14.30 ,4.91 ,30.00 ,61.00 ,30.50 ,64.96 
Behind SMHS,09/07/2022,4:10 PM,1.25 ,14.30 ,4.88 ,27.00 ,60.00 ,30.30 ,62.32 
Behind SMHS,09/07/2022,4:20 PM,0.00 ,11.44 ,4.91 ,25.00 ,53.00 ,29.50 ,59.69 
Behind SMHS,09/07/2022,4:50 PM,1.25 ,14.30 ,4.90 ,24.00 ,42.00 ,28.60 ,57.05 
Behind SMHS,09/07/2022,5:00 PM,0.00 ,14.30 ,4.90 ,17.00 ,30.00 ,28.80 ,54.41 
Lal Chowk,20/07/2022,10:00 AM,1.25 ,11.44 ,4.11 ,15.00 ,76.00 ,28.80 ,51.77 
Lal Chowk,20/07/2022,10:10 AM,0.00 ,14.30 ,2.05 ,18.00 ,76.00 ,29.60 ,49.13 
Lal Chowk,20/07/2022,10:20 AM,0.00 ,17.16 ,2.05 ,20.00 ,73.00 ,29.60 ,46.49 
Lal Chowk,20/07/2022,10:30 AM,1.25 ,20.02 ,4.11 ,20.00 ,81.00 ,29.40 ,43.86 
Lal Chowk,20/07/2022,11:00 AM,1.25 ,22.88 ,0.00 ,23.00 ,81.00 ,29.30 ,41.22 
Lal Chowk,20/07/2022,11:10 AM,0.00 ,17.16 ,0.00 ,27.00 ,87.00 ,29.20 ,54.78 
Lal Chowk,20/07/2022,11:20 AM,1.25 ,14.30 ,2.05 ,29.00 ,87.00 ,29.00 ,48.92 
Lal Chowk,20/07/2022,11:30 AM,0.00 ,11.44 ,0.00 ,29.00 ,87.00 ,28.70 ,51.92 
Lal Chowk,20/07/2022,11:40 AM,0.00 ,17.16 ,0.00 ,30.00 ,88.00 ,28.50 ,45.86 
Lal Chowk,20/07/2022,11:50 AM,0.00 ,14.30 ,0.00 ,30.00 ,88.00 ,28.60 ,47.50 
Lal Chowk,20/07/2022,12:20 PM,1.25 ,20.02 ,0.00 ,32.00 ,88.00 ,28.70 ,57.10 
Lal Chowk,20/07/2022,12:30 PM,0.00 ,20.02 ,4.11 ,32.00 ,88.00 ,30.60 ,80.20 
Lal Chowk,20/07/2022,12:40 PM,1.25 ,22.88 ,4.11 ,32.00 ,90.00 ,3.30 ,86.64 
Lal Chowk,20/07/2022,12:50 PM,0.00 ,14.30 ,0.00 ,33.00 ,90.00 ,32.90 ,75.51 
Lal Chowk,20/07/2022,1:00 PM,1.25 ,14.30 ,0.00 ,33.00 ,90.00 ,33.00 ,70.24 
Lal Chowk,20/07/2022,1:10 PM,0.00 ,14.30 ,0.00 ,38.00 ,91.00 ,32.70 ,67.60 
Lal Chowk,20/07/2022,1:20 PM,0.00 ,22.88 ,0.00 ,38.00 ,121.00 ,32.87 ,64.96 
Lal Chowk,20/07/2022,1:50 PM,1.25 ,22.88 ,0.00 ,35.00 ,100.00 ,32.80 ,62.32 
Lal Chowk,20/07/2022,2:00 PM,0.00 ,14.30 ,0.00 ,31.00 ,98.00 ,32.50 ,59.69 
Lal Chowk,20/07/2022,2:10 PM,0.00 ,17.16 ,0.00 ,29.00 ,60.00 ,32.20 ,57.05 
Lal Chowk,20/07/2022,2:20 PM,1.25 ,17.16 ,2.05 ,32.00 ,55.00 ,32.39 ,54.41 
Lal Chowk,20/07/2022,2:30 PM,0.00 ,20.02 ,0.00 ,30.00 ,49.00 ,32.20 ,51.77 
Lal Chowk,20/07/2022,2:40 PM,1.25 ,20.02 ,0.00 ,33.00 ,71.00 ,31.50 ,49.13 
Lal Chowk,20/07/2022,3:10 PM,1.25 ,17.16 ,4.11 ,38.00 ,77.00 ,32.00 ,46.49 
Lal Chowk,20/07/2022,3:20 PM,0.00 ,11.44 ,4.11 ,36.00 ,80.00 ,31.60 ,43.86 
Lal Chowk,20/07/2022,3:30 PM,0.00 ,11.44 ,6.16 ,37.00 ,82.00 ,30.80 ,41.22 
Lal Chowk,20/07/2022,3:40 PM,1.25 ,11.44 ,0.00 ,39.00 ,84.00 ,31.51 ,58.22 
Lal Chowk,20/07/2022,3:50 PM,0.00 ,11.44 ,0.00 ,45.00 ,87.00 ,30.80 ,53.07 
Lal Chowk,20/07/2022,4:00 PM,0.00 ,11.44 ,0.00 ,47.00 ,88.00 ,30.50 ,56.10 
