Location,Date,Time  ,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%)
Tankipora Dc colony,25/06/2022,1:50 PM,1.10 ,2.86 ,0.00 ,30.00 ,35.00 ,34.00 ,82.88 
Tankipora Dc colony,25/06/2022,2:00 PM,1.08 ,2.86 ,0.00 ,28.00 ,35.00 ,34.67 ,89.41 
Tankipora Dc colony,25/06/2022,2:10 PM,1.13 ,2.86 ,0.00 ,31.00 ,35.00 ,34.00 ,91.82 
Tankipora Dc colony,25/06/2022,2:20 PM,0.00 ,2.86 ,0.00 ,30.00 ,76.00 ,34.00 ,90.77 
Tankipora Dc colony,25/06/2022,2:30 PM,1.25 ,2.86 ,2.05 ,28.00 ,59.00 ,34.10 ,89.41 
Tankipora Dc colony,25/06/2022,2:40 PM,0.00 ,2.86 ,4.11 ,35.00 ,43.00 ,33.90 ,88.86 
Tankipora Dc colony,25/06/2022,2:50 PM,0.00 ,5.72 ,0.00 ,41.00 ,64.00 ,33.80 ,88.31 
Tankipora Dc colony,25/06/2022,3:00 PM,0.00 ,8.58 ,0.00 ,49.00 ,43.00 ,33.50 ,88.90 
Tankipora Dc colony,25/06/2022,3:10 PM,1.25 ,8.58 ,0.00 ,55.00 ,37.00 ,33.30 ,76.60 
Tankipora Dc colony,25/06/2022,3:20 PM,1.10 ,8.58 ,2.05 ,57.00 ,56.00 ,33.80 ,71.98 
Tankipora Dc colony,25/06/2022,3:30 PM,1.08 ,8.58 ,0.00 ,60.00 ,50.00 ,33.30 ,67.37 
Tankipora Dc colony,25/06/2022,3:40 PM,1.13 ,8.58 ,0.00 ,63.00 ,51.00 ,33.10 ,66.22 
Tankipora Dc colony,25/06/2022,3:50 PM,1.25 ,5.72 ,2.05 ,55.00 ,50.00 ,33.10 ,64.08 
Tankipora Dc colony,25/06/2022,4:00 PM,1.10 ,5.72 ,0.00 ,53.00 ,48.00 ,32.80 ,62.42 
Tankipora Dc colony,25/06/2022,4:10 PM,1.08 ,8.58 ,2.05 ,51.00 ,30.00 ,32.90 ,60.83 
Tankipora Dc colony,25/06/2022,4:20 PM,1.13 ,8.58 ,0.00 ,45.00 ,35.00 ,32.70 ,68.24 
Tankipora Dc colony,25/06/2022,4:30 PM,1.13 ,8.58 ,2.05 ,43.00 ,32.00 ,32.50 ,73.21 
Tankipora Dc colony,25/06/2022,4:40 PM,1.15 ,5.72 ,0.00 ,44.00 ,48.00 ,32.91 ,75.68 
Tankipora Dc colony,25/06/2022,4:50 PM,1.25 ,5.72 ,0.00 ,48.00 ,53.00 ,33.40 ,74.73 
Tankipora Dc colony,25/06/2022,5:00 PM,1.10 ,8.58 ,0.00 ,42.00 ,50.00 ,33.90 ,76.61 
Qamarwari Batamaloo colony ,27/06/2022,10:00 AM,1.08 ,8.58 ,0.00 ,40.00 ,54.00 ,33.90 ,78.48 
Qamarwari Batamaloo colony ,27/06/2022,10:10 AM,1.25 ,8.58 ,2.05 ,40.00 ,54.00 ,33.70 ,33.00 
Qamarwari Batamaloo colony ,27/06/2022,10:20 AM,1.10 ,8.58 ,0.00 ,41.00 ,55.00 ,33.90 ,28.55 
Qamarwari Batamaloo colony ,27/06/2022,10:30 AM,1.08 ,8.58 ,0.00 ,42.00 ,57.00 ,33.90 ,70.22 
Qamarwari Batamaloo colony ,27/06/2022,10:40 AM,1.13 ,8.58 ,4.11 ,42.00 ,56.00 ,34.10 ,60.13 
Qamarwari Batamaloo colony ,27/06/2022,10:50 AM,1.13 ,5.72 ,0.00 ,60.00 ,57.00 ,34.50 ,62.94 
Qamarwari Batamaloo colony ,27/06/2022,11:00 AM,1.15 ,5.72 ,0.00 ,51.00 ,58.00 ,32.50 ,61.02 
Qamarwari Batamaloo colony ,27/06/2022,11:10 AM,0.00 ,2.86 ,0.00 ,47.00 ,63.00 ,33.30 ,45.92 
Qamarwari Batamaloo colony ,27/06/2022,11:20 AM,0.00 ,2.86 ,0.00 ,31.00 ,60.00 ,33.60 ,49.52 
Qamarwari Batamaloo colony ,27/06/2022,11:30 AM,1.25 ,2.86 ,2.05 ,36.00 ,59.00 ,33.90 ,43.49 
Qamarwari Batamaloo colony ,27/06/2022,11:40 AM,0.00 ,2.86 ,0.00 ,39.00 ,58.00 ,32.90 ,39.26 
Qamarwari Batamaloo colony ,27/06/2022,11:50 AM,0.00 ,2.86 ,0.00 ,38.00 ,57.00 ,33.50 ,35.03 
Qamarwari Batamaloo colony ,27/06/2022,12:00 PM,1.25 ,5.72 ,2.05 ,34.00 ,58.00 ,33.70 ,61.02 
Qamarwari Batamaloo colony ,27/06/2022,12:10 PM,0.00 ,2.86 ,2.05 ,17.00 ,59.00 ,33.60 ,45.92 
Qamarwari Batamaloo colony ,27/06/2022,12:20 PM,0.00 ,2.86 ,0.00 ,16.00 ,59.00 ,33.90 ,49.52 
Qamarwari Batamaloo colony ,27/06/2022,12:30 PM,0.00 ,2.86 ,4.11 ,17.00 ,55.00 ,33.59 ,58.28 
Qamarwari Batamaloo colony ,27/06/2022,12:40 PM,0.00 ,5.72 ,0.00 ,17.00 ,48.00 ,33.90 ,58.56 
Qamarwari Batamaloo colony ,27/06/2022,12:50 PM,0.00 ,5.72 ,0.00 ,17.00 ,40.00 ,33.80 ,57.24 
Qamarwari Batamaloo colony ,27/06/2022,1:00 PM,1.25 ,5.72 ,0.00 ,17.00 ,39.00 ,33.70 ,63.41 
Qamarwari Batamaloo colony ,27/06/2022,1:10 PM,1.25 ,5.72 ,0.00 ,17.00 ,37.00 ,33.90 ,66.58 
Qamarwari Batamaloo colony ,27/06/2022,1:20 PM,0.00 ,5.72 ,2.05 ,17.00 ,36.00 ,33.80 ,69.74 
Qamarwari Batamaloo colony ,27/06/2022,1:30 PM,0.00 ,8.58 ,0.00 ,18.00 ,36.00 ,34.00 ,42.93 
Qamarwari Batamaloo colony ,27/06/2022,1:40 PM,0.00 ,5.72 ,4.11 ,19.00 ,37.00 ,34.20 ,44.71 
Qamarwari Batamaloo colony ,27/06/2022,1:50 PM,1.25 ,5.72 ,0.00 ,18.00 ,35.00 ,33.90 ,62.32 
Qamarwari Batamaloo colony ,27/06/2022,2:00 PM,0.00 ,8.58 ,0.00 ,18.00 ,35.00 ,34.20 ,59.06 
Qamarwari Batamaloo colony ,27/06/2022,2:10 PM,0.00 ,5.72 ,0.00 ,22.00 ,35.00 ,34.30 ,55.33 
Qamarwari Batamaloo colony ,27/06/2022,2:20 PM,1.25 ,2.86 ,0.00 ,24.00 ,45.00 ,34.50 ,52.41 
Qamarwari Batamaloo colony ,27/06/2022,2:30 PM,1.25 ,2.86 ,2.05 ,23.00 ,42.00 ,34.80 ,50.45 
Qamarwari Batamaloo colony ,27/06/2022,2:40 PM,1.25 ,2.86 ,0.00 ,22.00 ,43.00 ,35.00 ,56.88 
Qamarwari Batamaloo colony ,27/06/2022,2:50 PM,1.25 ,2.86 ,2.05 ,26.00 ,43.00 ,34.90 ,57.99 
Qamarwari Batamaloo colony ,27/06/2022,3:00 PM,1.25 ,5.72 ,0.00 ,26.00 ,43.00 ,34.90 ,59.10 
Qamarwari Batamaloo colony ,27/06/2022,3:10 PM,1.25 ,8.58 ,0.00 ,26.00 ,39.00 ,34.66 ,60.20 
Qamarwari Batamaloo colony ,27/06/2022,3:20 PM,0.00 ,8.58 ,2.05 ,26.00 ,44.00 ,34.90 ,61.31 
Qamarwari Batamaloo colony ,27/06/2022,3:30 PM,0.00 ,8.58 ,0.00 ,28.00 ,46.00 ,35.00 ,62.41 
Qamarwari Batamaloo colony ,27/06/2022,3:40 PM,0.00 ,5.72 ,4.11 ,35.00 ,48.00 ,35.20 ,63.52 
Qamarwari Batamaloo colony ,27/06/2022,3:50 PM,0.00 ,5.72 ,0.00 ,38.00 ,50.00 ,34.90 ,64.63 
Qamarwari Batamaloo colony ,27/06/2022,4:00 PM,1.25 ,5.72 ,0.00 ,41.00 ,48.00 ,34.40 ,65.73 
Qamarwari Batamaloo colony ,27/06/2022,4:10 PM,0.00 ,8.58 ,2.05 ,43.00 ,30.00 ,34.10 ,66.84 
Qamarwari Batamaloo colony ,27/06/2022,4:20 PM,0.00 ,8.58 ,4.11 ,55.00 ,35.00 ,34.00 ,69.19 
Qamarwari Batamaloo colony ,27/06/2022,4:30 PM,0.00 ,8.58 ,0.00 ,53.00 ,32.00 ,34.64 ,66.54 
Qamarwari Batamaloo colony ,27/06/2022,4:40 PM,0.00 ,11.44 ,0.00 ,42.00 ,48.00 ,34.00 ,64.59 
Qamarwari Batamaloo colony ,27/06/2022,4:50 PM,1.25 ,11.44 ,0.00 ,27.00 ,50.00 ,34.00 ,64.44 
Qamarwari Batamaloo colony ,27/06/2022,5:00 PM,1.25 ,11.44 ,0.00 ,12.00 ,50.00 ,34.00 ,60.96 
Qamarwari Batamaloo colony ,28/06/2022,10:00 AM,0.00 ,5.72 ,0.00 ,22.00 ,66.00 ,33.90 ,60.33 
Qamarwari Batamaloo colony ,28/06/2022,10:10 AM,1.25 ,5.72 ,4.11 ,28.00 ,64.00 ,33.80 ,58.22 
Qamarwari Batamaloo colony ,28/06/2022,10:20 AM,0.00 ,2.86 ,2.05 ,35.00 ,66.00 ,33.50 ,56.47 
Qamarwari Batamaloo colony ,28/06/2022,10:30 AM,0.00 ,2.86 ,0.00 ,45.00 ,67.00 ,33.30 ,54.73 
Qamarwari Batamaloo colony ,28/06/2022,10:40 AM,0.00 ,5.72 ,0.00 ,46.00 ,67.00 ,33.79 ,52.98 
Qamarwari Batamaloo colony ,28/06/2022,10:50 AM,0.00 ,5.72 ,0.00 ,49.00 ,64.00 ,33.30 ,51.23 
Qamarwari Batamaloo colony ,28/06/2022,11:00 AM,1.25 ,2.86 ,0.00 ,50.00 ,65.00 ,33.10 ,49.48 
Qamarwari Batamaloo colony ,28/06/2022,11:10 AM,0.00 ,5.72 ,0.00 ,50.00 ,60.00 ,33.10 ,47.73 
Qamarwari Batamaloo colony ,28/06/2022,11:20 AM,0.00 ,5.72 ,2.05 ,50.00 ,60.00 ,32.80 ,45.98 
Qamarwari Batamaloo colony ,28/06/2022,11:30 AM,1.25 ,8.58 ,4.11 ,48.00 ,59.00 ,32.90 ,44.24 
Qamarwari Batamaloo colony ,28/06/2022,11:40 AM,0.00 ,8.58 ,0.00 ,43.00 ,58.00 ,32.60 ,42.49 
Qamarwari Batamaloo colony ,28/06/2022,11:50 AM,0.00 ,8.58 ,0.00 ,47.00 ,57.00 ,32.40 ,68.72 
Qamarwari Batamaloo colony ,28/06/2022,12:00 PM,1.25 ,5.72 ,0.00 ,43.00 ,58.00 ,32.89 ,66.84 
Qamarwari Batamaloo colony ,28/06/2022,12:10 PM,0.00 ,2.86 ,0.00 ,43.00 ,59.00 ,33.82 ,69.19 
Qamarwari Batamaloo colony ,28/06/2022,12:20 PM,1.25 ,2.86 ,2.05 ,42.00 ,51.00 ,33.40 ,66.54 
Qamarwari Batamaloo colony ,28/06/2022,12:30 PM,0.00 ,2.86 ,4.11 ,40.00 ,55.00 ,33.90 ,64.59 
Qamarwari Batamaloo colony ,28/06/2022,12:40 PM,0.00 ,2.86 ,0.00 ,32.00 ,41.00 ,33.90 ,64.44 
Qamarwari Batamaloo colony ,28/06/2022,12:50 PM,0.00 ,2.86 ,0.00 ,31.00 ,40.00 ,33.70 ,60.96 
Qamarwari Batamaloo colony ,28/06/2022,1:00 PM,1.25 ,2.86 ,0.00 ,39.00 ,46.00 ,33.90 ,60.33 
Qamarwari Batamaloo colony ,28/06/2022,1:10 PM,1.25 ,5.72 ,0.00 ,38.83 ,127.35 ,33.90 ,59.26 
Qamarwari Batamaloo colony ,28/06/2022,1:20 PM,0.00 ,5.72 ,4.11 ,37.38 ,141.55 ,34.10 ,57.90 
Qamarwari Batamaloo colony ,28/06/2022,1:30 PM,0.00 ,5.72 ,2.05 ,38.02 ,132.12 ,34.50 ,56.54 
Qamarwari Batamaloo colony ,28/06/2022,1:40 PM,0.00 ,5.72 ,0.00 ,40.22 ,114.15 ,32.50 ,55.18 
Qamarwari Batamaloo colony ,28/06/2022,1:50 PM,1.25 ,0.00 ,0.00 ,42.45 ,112.18 ,33.30 ,53.82 
Qamarwari Batamaloo colony ,28/06/2022,2:00 PM,1.25 ,0.00 ,0.00 ,47.50 ,123.02 ,33.60 ,52.46 
Qamarwari Batamaloo colony ,28/06/2022,2:10 PM,1.25 ,2.86 ,0.00 ,52.48 ,138.85 ,33.90 ,51.10 
Qamarwari Batamaloo colony ,28/06/2022,2:20 PM,1.25 ,5.72 ,2.05 ,52.58 ,137.00 ,32.90 ,49.74 
Qamarwari Batamaloo colony ,28/06/2022,2:30 PM,1.25 ,5.72 ,4.11 ,50.23 ,129.70 ,33.50 ,48.38 
Qamarwari Batamaloo colony ,28/06/2022,2:40 PM,1.25 ,2.86 ,0.00 ,36.05 ,132.20 ,33.70 ,47.02 
Qamarwari Batamaloo colony ,28/06/2022,2:50 PM,0.00 ,5.72 ,0.00 ,26.60 ,109.22 ,33.60 ,45.66 
Qamarwari Batamaloo colony ,28/06/2022,3:00 PM,0.00 ,5.72 ,0.00 ,21.72 ,131.88 ,33.90 ,44.30 
Qamarwari Batamaloo colony ,28/06/2022,3:10 PM,1.25 ,5.72 ,0.00 ,20.50 ,143.12 ,33.59 ,42.94 
Qamarwari Batamaloo colony ,28/06/2022,3:20 PM,1.08 ,5.72 ,2.05 ,21.72 ,141.25 ,33.80 ,59.26 
Qamarwari Batamaloo colony ,28/06/2022,3:30 PM,1.31 ,5.72 ,0.00 ,22.12 ,153.25 ,33.70 ,57.90 
Qamarwari Batamaloo colony ,28/06/2022,3:40 PM,1.28 ,2.86 ,0.00 ,22.20 ,147.35 ,33.90 ,56.54 
Qamarwari Batamaloo colony ,28/06/2022,3:50 PM,1.28 ,2.86 ,0.00 ,23.10 ,134.93 ,33.80 ,55.18 
Qamarwari Batamaloo colony ,28/06/2022,4:00 PM,1.25 ,2.86 ,2.05 ,23.05 ,126.10 ,34.00 ,53.82 
Qamarwari Batamaloo colony ,28/06/2022,4:10 PM,1.08 ,5.72 ,0.00 ,22.30 ,146.75 ,34.20 ,52.46 
Qamarwari Batamaloo colony ,28/06/2022,4:20 PM,1.31 ,5.72 ,4.11 ,21.55 ,115.38 ,33.86 ,51.10 
Qamarwari Batamaloo colony ,28/06/2022,4:30 PM,1.28 ,5.72 ,0.00 ,20.48 ,112.43 ,34.20 ,49.74 
Qamarwari Batamaloo colony ,28/06/2022,4:40 PM,1.28 ,5.72 ,0.00 ,19.60 ,103.30 ,34.30 ,48.38 
Qamarwari Batamaloo colony ,28/06/2022,4:50 PM,1.25 ,2.86 ,2.05 ,19.73 ,118.82 ,34.40 ,47.02 
Qamarwari Batamaloo colony ,28/06/2022,5:00 PM,1.25 ,2.86 ,0.00 ,20.68 ,135.88 ,34.50 ,45.66 
Qamarwari Batamaloo colony ,29/06/2022,10:00 AM,0.00 ,2.86 ,0.00 ,21.10 ,147.05 ,35.00 ,44.30 
Qamarwari Batamaloo colony ,29/06/2022,10:10 AM,1.25 ,5.72 ,0.00 ,20.62 ,120.75 ,34.90 ,42.94 
Qamarwari Batamaloo colony ,29/06/2022,10:20 AM,1.08 ,5.72 ,2.05 ,21.10 ,83.62 ,34.90 ,41.58 
Qamarwari Batamaloo colony ,29/06/2022,10:30 AM,1.31 ,5.72 ,0.00 ,47.00 ,67.00 ,34.60 ,40.22 
Qamarwari Batamaloo colony ,29/06/2022,10:40 AM,1.28 ,5.72 ,0.00 ,45.00 ,67.00 ,34.90 ,59.26 
Qamarwari Batamaloo colony ,29/06/2022,10:50 AM,1.28 ,5.72 ,2.05 ,46.00 ,68.00 ,35.00 ,57.90 
Qamarwari Batamaloo colony ,29/06/2022,11:00 AM,1.25 ,2.86 ,0.00 ,46.00 ,65.00 ,35.20 ,56.54 
Qamarwari Batamaloo colony ,29/06/2022,11:10 AM,0.00 ,5.72 ,0.00 ,52.00 ,62.00 ,34.80 ,55.18 
Qamarwari Batamaloo colony ,29/06/2022,11:20 AM,0.00 ,5.72 ,0.00 ,41.00 ,59.00 ,34.40 ,53.82 
Qamarwari Batamaloo colony ,29/06/2022,11:30 AM,1.25 ,5.72 ,2.05 ,41.00 ,59.00 ,34.10 ,52.46 
Qamarwari Batamaloo colony ,29/06/2022,11:40 AM,0.00 ,8.58 ,0.00 ,38.00 ,58.00 ,34.00 ,51.10 
Qamarwari Batamaloo colony ,29/06/2022,11:50 AM,0.00 ,8.58 ,0.00 ,38.00 ,57.00 ,34.63 ,49.74 
Qamarwari Batamaloo colony ,29/06/2022,12:00 PM,1.25 ,8.58 ,0.00 ,37.00 ,58.00 ,34.00 ,48.38 
Qamarwari Batamaloo colony ,29/06/2022,12:10 PM,0.00 ,5.72 ,0.00 ,35.00 ,59.00 ,34.00 ,47.02 
Qamarwari Batamaloo colony ,29/06/2022,12:20 PM,1.25 ,8.58 ,2.05 ,22.00 ,59.00 ,34.00 ,45.66 
Qamarwari Batamaloo colony ,29/06/2022,12:30 PM,0.00 ,8.58 ,0.00 ,31.00 ,57.00 ,33.90 ,44.30 
Qamarwari Batamaloo colony ,29/06/2022,12:40 PM,0.00 ,5.72 ,0.00 ,26.00 ,45.00 ,33.80 ,42.94 
Qamarwari Batamaloo colony ,29/06/2022,12:50 PM,0.00 ,5.72 ,0.00 ,25.00 ,42.00 ,33.50 ,59.26 
Qamarwari Batamaloo colony ,29/06/2022,1:00 PM,1.25 ,5.72 ,0.00 ,22.00 ,46.00 ,33.10 ,57.90 
Qamarwari Batamaloo colony ,29/06/2022,1:10 PM,1.08 ,2.86 ,2.05 ,23.00 ,50.00 ,32.40 ,62.61 
Qamarwari Batamaloo colony ,29/06/2022,1:20 PM,1.31 ,2.86 ,0.00 ,23.00 ,48.00 ,32.00 ,63.21 
Qamarwari Batamaloo colony ,29/06/2022,1:30 PM,1.28 ,2.86 ,0.00 ,23.00 ,48.00 ,34.90 ,67.21 
Qamarwari Batamaloo colony ,29/06/2022,1:40 PM,1.28 ,2.86 ,2.05 ,22.00 ,50.00 ,34.61 ,66.42 
Qamarwari Batamaloo colony ,29/06/2022,1:50 PM,1.25 ,0.00 ,0.00 ,22.00 ,35.00 ,34.90 ,69.58 
Qamarwari Batamaloo colony ,29/06/2022,2:00 PM,1.08 ,2.86 ,0.00 ,22.00 ,35.00 ,34.90 ,71.26 
Qamarwari Batamaloo colony ,29/06/2022,2:10 PM,1.31 ,5.72 ,0.00 ,24.00 ,35.00 ,35.10 ,73.14 
Qamarwari Batamaloo colony ,29/06/2022,2:20 PM,1.28 ,5.72 ,2.05 ,24.00 ,76.00 ,35.50 ,75.01 
Qamarwari Batamaloo colony ,29/06/2022,2:30 PM,1.28 ,2.86 ,0.00 ,21.00 ,59.00 ,33.80 ,62.61 
Qamarwari Batamaloo colony ,29/06/2022,2:40 PM,1.25 ,2.86 ,0.00 ,21.00 ,43.00 ,33.90 ,63.21 
Qamarwari Batamaloo colony ,29/06/2022,2:50 PM,1.08 ,2.86 ,4.11 ,19.00 ,64.00 ,34.36 ,67.21 
Qamarwari Batamaloo colony ,29/06/2022,3:00 PM,1.31 ,5.72 ,0.00 ,19.00 ,43.00 ,33.90 ,66.42 
Qamarwari Batamaloo colony ,29/06/2022,3:10 PM,1.28 ,5.72 ,2.05 ,18.00 ,37.00 ,33.60 ,69.58 
Qamarwari Batamaloo colony ,29/06/2022,3:20 PM,1.28 ,8.58 ,0.00 ,18.00 ,56.00 ,33.80 ,71.26 
Qamarwari Batamaloo colony ,29/06/2022,3:30 PM,1.08 ,8.58 ,2.05 ,19.00 ,50.00 ,34.10 ,73.14 
Qamarwari Batamaloo colony ,29/06/2022,3:40 PM,1.31 ,8.58 ,0.00 ,21.00 ,51.00 ,34.20 ,75.01 
Qamarwari Batamaloo colony ,29/06/2022,3:50 PM,1.28 ,5.72 ,0.00 ,23.00 ,50.00 ,33.93 ,41.58 
Qamarwari Batamaloo colony ,29/06/2022,4:00 PM,1.28 ,5.72 ,0.00 ,27.00 ,48.00 ,34.20 ,40.22 
Qamarwari Batamaloo colony ,29/06/2022,4:10 PM,1.08 ,8.58 ,2.05 ,26.00 ,30.00 ,34.30 ,59.26 
Qamarwari Batamaloo colony ,29/06/2022,4:20 PM,1.31 ,8.58 ,0.00 ,25.00 ,35.00 ,34.50 ,57.90 
Qamarwari Batamaloo colony ,29/06/2022,4:30 PM,1.28 ,5.72 ,4.11 ,28.00 ,32.00 ,34.40 ,56.54 
Qamarwari Batamaloo colony ,29/06/2022,4:40 PM,1.28 ,2.86 ,0.3 ,29.00 ,48.00 ,34.90 ,55.18 
Qamarwari Batamaloo colony ,29/06/2022,4:50 PM,0.00 ,2.86 ,0.3 ,25.00 ,53.00 ,34.51 ,53.82 
Qamarwari Batamaloo colony ,29/06/2022,5:00 PM,1.25 ,5.72 ,0.2 ,26.00 ,50.00 ,34.90 ,52.46 
Balgarden ,30/06/2022,10:00 AM,1.25 ,5.72 ,0.2 ,20.00 ,40.00 ,34.70 ,51.10 
Balgarden ,30/06/2022,10:10 AM,0.00 ,5.72 ,0.2 ,19.00 ,38.00 ,35.20 ,49.74 
Balgarden ,30/06/2022,10:20 AM,0.00 ,5.72 ,0.1 ,21.00 ,49.00 ,35.50 ,97.70 
Balgarden ,30/06/2022,10:30 AM,1.25 ,2.86 ,0.1 ,23.00 ,55.00 ,37.00 ,96.69 
Balgarden ,30/06/2022,10:40 AM,0.00 ,2.86 ,0.1 ,21.00 ,50.00 ,35.84 ,49.54 
Balgarden ,30/06/2022,10:50 AM,0.00 ,2.86 ,0.0 ,27.00 ,48.00 ,37.00 ,58.19 
Balgarden ,30/06/2022,11:00 AM,1.25 ,2.86 ,0.0 ,25.00 ,37.00 ,37.10 ,64.81 
Balgarden ,30/06/2022,11:10 AM,1.25 ,8.58 ,0.0 ,22.00 ,30.00 ,37.20 ,65.31 
Balgarden ,30/06/2022,11:20 AM,0.66 ,11.44 ,0.00 ,19.00 ,29.00 ,37.30 ,66.42 
Balgarden ,30/06/2022,11:30 AM,0.68 ,8.58 ,0.00 ,17.00 ,29.00 ,37.30 ,90.56 
Balgarden ,30/06/2022,11:40 AM,0.60 ,8.58 ,2.05 ,21.00 ,37.00 ,37.20 ,97.27 
Balgarden ,30/06/2022,11:50 AM,0.60 ,11.44 ,0.00 ,19.00 ,32.00 ,37.30 ,98.70 
Balgarden ,30/06/2022,12:00 PM,0.46 ,11.44 ,0.00 ,19.00 ,30.00 ,35.40 ,96.60 
Balgarden ,30/06/2022,12:10 PM,0.53 ,11.44 ,0.00 ,19.00 ,30.00 ,35.60 ,91.73 
Balgarden ,30/06/2022,12:20 PM,0.68 ,11.44 ,2.05 ,20.00 ,27.00 ,33.40 ,81.26 
Balgarden ,30/06/2022,12:30 PM,0.60 ,8.58 ,0.00 ,19.00 ,34.00 ,33.20 ,76.23 
Balgarden ,30/06/2022,12:40 PM,0.60 ,11.44 ,0.00 ,21.00 ,37.00 ,34.80 ,68.48 
Balgarden ,30/06/2022,12:50 PM,0.46 ,8.58 ,2.05 ,21.00 ,38.00 ,35.08 ,62.62 
Balgarden ,30/06/2022,1:00 PM,0.53 ,8.58 ,0.00 ,22.00 ,42.00 ,34.00 ,45.39 
Balgarden ,30/06/2022,1:10 PM,1.25 ,11.44 ,2.05 ,21.00 ,47.00 ,34.30 ,45.43 
Balgarden ,30/06/2022,1:20 PM,0.66 ,11.44 ,0.00 ,23.00 ,45.00 ,34.50 ,45.79 
Balgarden ,30/06/2022,1:30 PM,0.68 ,11.44 ,0.00 ,24.00 ,56.00 ,34.90 ,44.99 
Balgarden ,30/06/2022,1:40 PM,0.60 ,11.44 ,2.05 ,23.00 ,51.00 ,34.90 ,50.38 
Balgarden ,30/06/2022,1:50 PM,0.60 ,11.44 ,0.3 ,26.00 ,63.00 ,34.70 ,56.35 
Balgarden ,30/06/2022,2:00 PM,0.46 ,8.58 ,0.3 ,28.00 ,62.00 ,34.90 ,84.72 
Balgarden ,30/06/2022,2:10 PM,0.53 ,8.58 ,0.2 ,31.00 ,68.00 ,34.90 ,74.22 
Balgarden ,30/06/2022,2:20 PM,1.25 ,8.58 ,0.2 ,32.00 ,66.00 ,35.10 ,60.90 
Balgarden ,30/06/2022,2:30 PM,0.00 ,8.58 ,0.2 ,27.45 ,80.00 ,35.50 ,53.92 
Balgarden ,30/06/2022,2:40 PM,0.00 ,8.58 ,0.1 ,26.07 ,84.37 ,33.60 ,47.48 
Balgarden ,30/06/2022,2:50 PM,1.25 ,8.58 ,0.1 ,22.62 ,82.20 ,33.90 ,40.10 
Balgarden ,30/06/2022,3:00 PM,0.00 ,11.44 ,0.1 ,21.50 ,78.00 ,34.11 ,41.74 
Balgarden ,30/06/2022,3:10 PM,1.25 ,11.44 ,0.0 ,20.72 ,71.00 ,33.90 ,49.50 
Balgarden ,30/06/2022,3:20 PM,0.66 ,8.58 ,0.0 ,19.92 ,67.00 ,33.90 ,57.31 
Balgarden ,30/06/2022,3:30 PM,0.68 ,8.58 ,0.0 ,18.80 ,69.00 ,33.90 ,60.00 
Balgarden ,30/06/2022,3:40 PM,0.60 ,8.58 ,0.00 ,17.67 ,74.00 ,34.00 ,68.77 
Balgarden ,30/06/2022,3:50 PM,0.60 ,11.44 ,0.00 ,17.98 ,77.00 ,34.20 ,71.99 
Balgarden ,30/06/2022,4:00 PM,0.46 ,11.44 ,0.00 ,17.97 ,79.00 ,33.99 ,74.12 
Balgarden ,30/06/2022,4:10 PM,0.53 ,11.44 ,0.00 ,17.75 ,80.00 ,34.20 ,77.91 
Balgarden ,30/06/2022,4:20 PM,0.00 ,8.58 ,2.05 ,17.95 ,73.00 ,34.30 ,81.38 
Balgarden ,30/06/2022,4:30 PM,1.25 ,8.58 ,0.00 ,18.37 ,69.00 ,34.40 ,87.21 
Balgarden ,30/06/2022,4:40 PM,0.00 ,8.58 ,2.05 ,18.53 ,71.00 ,34.90 ,92.04 
Balgarden ,30/06/2022,4:50 PM,1.25 ,8.58 ,0.00 ,20.00 ,71.00 ,34.90 ,84.86 
Balgarden ,30/06/2022,5:00 PM,0.00 ,8.58 ,0.00 ,24.70 ,71.00 ,34.56 ,75.81 
Balgarden ,01/07/2022,10:00 AM,1.25 ,14.30 ,0.00 ,24.00 ,40.00 ,34.90 ,70.49 
Balgarden ,01/07/2022,10:10 AM,0.00 ,14.30 ,2.05 ,22.00 ,37.00 ,35.00 ,66.03 
Balgarden ,01/07/2022,10:20 AM,0.00 ,14.30 ,0.00 ,26.00 ,50.00 ,35.10 ,59.32 
Balgarden ,01/07/2022,10:30 AM,1.25 ,11.44 ,0.00 ,23.00 ,51.00 ,35.90 ,56.46 
Balgarden ,01/07/2022,10:40 AM,0.00 ,11.44 ,2.05 ,21.00 ,58.00 ,36.00 ,50.78 
Balgarden ,01/07/2022,10:50 AM,0.00 ,11.44 ,0.00 ,27.00 ,48.00 ,35.36 ,56.39 
Balgarden ,01/07/2022,11:00 AM,1.25 ,5.72 ,0.00 ,28.00 ,46.00 ,36.00 ,63.66 
Balgarden ,01/07/2022,11:10 AM,0.66 ,11.44 ,2.05 ,22.00 ,40.00 ,36.20 ,67.56 
Balgarden ,01/07/2022,11:20 AM,0.68 ,11.44 ,0.00 ,19.00 ,35.00 ,40.20 ,68.39 
Balgarden ,01/07/2022,11:30 AM,0.60 ,11.44 ,0.00 ,19.00 ,29.00 ,35.50 ,64.59 
Balgarden ,01/07/2022,11:40 AM,0.60 ,5.72 ,2.05 ,21.00 ,37.00 ,35.50 ,77.92 
Balgarden ,01/07/2022,11:50 AM,0.46 ,5.72 ,0.00 ,19.00 ,32.00 ,36.56 ,81.46 
