Location,Date,Time,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%),Month,Season,Hour,AQI_Category
Qamarwari Batamaloo colony ,,1:20 PM,0.0,5.72,4.11,37.38,141.55,34.1,57.9,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,1:30 PM,0.0,5.72,2.05,38.02,132.12,34.5,56.54,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,1:40 PM,0.0,5.72,0.0,40.22,114.15,32.5,55.18,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,1:50 PM,1.25,0.0,0.0,42.45,112.18,33.3,53.82,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:00 PM,1.25,0.0,0.0,47.5,123.02,33.6,52.46,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:10 PM,1.25,2.86,0.0,52.48,138.85,33.9,51.1,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:20 PM,1.25,5.72,2.05,52.58,137.0,32.9,49.74,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:30 PM,1.25,5.72,4.11,50.23,129.7,33.5,48.38,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:40 PM,1.25,2.86,0.0,36.05,132.2,33.7,47.02,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,2:50 PM,0.0,5.72,0.0,26.6,109.22,33.6,45.66,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:00 PM,0.0,5.72,0.0,21.72,131.88,33.9,44.3,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:10 PM,1.25,5.72,0.0,20.5,143.12,33.59,42.94,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:20 PM,1.08,5.72,2.05,21.72,141.25,33.8,59.26,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:30 PM,1.31,5.72,0.0,22.12,153.25,33.7,57.9,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:40 PM,1.28,2.86,0.0,22.2,147.35,33.9,56.54,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:50 PM,1.28,2.86,0.0,23.1,134.93,33.8,55.18,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:00 PM,1.25,2.86,2.05,23.05,126.1,34.0,53.82,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:10 PM,1.08,5.72,0.0,22.3,146.75,34.2,52.46,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:20 PM,1.31,5.72,4.11,21.55,115.38,33.86,51.1,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:30 PM,1.28,5.72,0.0,20.48,112.43,34.2,49.74,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:40 PM,1.28,5.72,0.0,19.6,103.3,34.3,48.38,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:50 PM,1.25,2.86,2.05,19.73,118.82,34.4,47.02,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,5:00 PM,1.25,2.86,0.0,20.68,135.88,34.5,45.66,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,10:00 AM,0.0,2.86,0.0,21.1,147.05,35.0,44.3,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,10:10 AM,1.25,5.72,0.0,20.62,120.75,34.9,42.94,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,10:20 AM,1.08,5.72,2.05,21.1,83.62,34.9,41.58,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,10:30 AM,1.31,5.72,0.0,47.0,67.0,34.6,40.22,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,10:40 AM,1.28,5.72,0.0,45.0,67.0,34.9,59.26,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,10:50 AM,1.28,5.72,2.05,46.0,68.0,35.0,57.9,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:00 AM,1.25,2.86,0.0,46.0,65.0,35.2,56.54,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:10 AM,0.0,5.72,0.0,52.0,62.0,34.8,55.18,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:20 AM,0.0,5.72,0.0,41.0,59.0,34.4,53.82,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:30 AM,1.25,5.72,2.05,41.0,59.0,34.1,52.46,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:40 AM,0.0,8.58,0.0,38.0,58.0,34.0,51.1,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,11:50 AM,0.0,8.58,0.0,38.0,57.0,34.63,49.74,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,12:00 PM,1.25,8.58,0.0,37.0,58.0,34.0,48.38,,Autumn,,Unhealthy for Sensitive Groups
Qamarwari Batamaloo colony ,,12:10 PM,0.0,5.72,0.0,35.0,59.0,34.0,47.02,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,12:20 PM,1.25,8.58,2.05,22.0,59.0,34.0,45.66,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,12:30 PM,0.0,8.58,0.0,31.0,57.0,33.9,44.3,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,12:40 PM,0.0,5.72,0.0,26.0,45.0,33.8,42.94,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,12:50 PM,0.0,5.72,0.0,25.0,42.0,33.5,59.26,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:00 PM,1.25,5.72,0.0,22.0,46.0,33.1,57.9,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:10 PM,1.08,2.86,2.05,23.0,50.0,32.4,62.61,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:20 PM,1.31,2.86,0.0,23.0,48.0,32.0,63.21,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:30 PM,1.28,2.86,0.0,23.0,48.0,34.9,67.21,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:40 PM,1.28,2.86,2.05,22.0,50.0,34.61,66.42,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,1:50 PM,1.25,0.0,0.0,22.0,35.0,34.9,69.58,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:00 PM,1.08,2.86,0.0,22.0,35.0,34.9,71.26,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:10 PM,1.31,5.72,0.0,24.0,35.0,35.1,73.14,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:20 PM,1.28,5.72,2.05,24.0,76.0,35.5,75.01,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:30 PM,1.28,2.86,0.0,21.0,59.0,33.8,62.61,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:40 PM,1.25,2.86,0.0,21.0,43.0,33.9,63.21,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,2:50 PM,1.08,2.86,4.11,19.0,64.0,34.36,67.21,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:00 PM,1.31,5.72,0.0,19.0,43.0,33.9,66.42,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:10 PM,1.28,5.72,2.05,18.0,37.0,33.6,69.58,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:20 PM,1.28,8.58,0.0,18.0,56.0,33.8,71.26,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:30 PM,1.08,8.58,2.05,19.0,50.0,34.1,73.14,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:40 PM,1.31,8.58,0.0,21.0,51.0,34.2,75.01,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,3:50 PM,1.28,5.72,0.0,23.0,50.0,33.93,41.58,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:00 PM,1.28,5.72,0.0,27.0,48.0,34.2,40.22,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:10 PM,1.08,8.58,2.05,26.0,30.0,34.3,59.26,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:20 PM,1.31,8.58,0.0,25.0,35.0,34.5,57.9,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:30 PM,1.28,5.72,4.11,28.0,32.0,34.4,56.54,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:40 PM,1.28,2.86,0.3,29.0,48.0,34.9,55.18,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,4:50 PM,0.0,2.86,0.3,25.0,53.0,34.51,53.82,,Autumn,,Moderate
Qamarwari Batamaloo colony ,,5:00 PM,1.25,5.72,0.2,26.0,50.0,34.9,52.46,,Autumn,,Moderate
Balgarden ,,10:00 AM,1.25,5.72,0.2,20.0,40.0,34.7,51.1,,Autumn,,Moderate
Balgarden ,,10:10 AM,0.0,5.72,0.2,19.0,38.0,35.2,49.74,,Autumn,,Moderate
Balgarden ,,10:20 AM,0.0,5.72,0.1,21.0,49.0,35.5,97.7,,Autumn,,Moderate
Balgarden ,,10:30 AM,1.25,2.86,0.1,23.0,55.0,37.0,96.69,,Autumn,,Moderate
Balgarden ,,10:40 AM,0.0,2.86,0.1,21.0,50.0,35.84,49.54,,Autumn,,Moderate
Balgarden ,,10:50 AM,0.0,2.86,0.0,27.0,48.0,37.0,58.19,,Autumn,,Moderate
Balgarden ,,11:00 AM,1.25,2.86,0.0,25.0,37.0,37.1,64.81,,Autumn,,Moderate
Balgarden ,,11:10 AM,1.25,8.58,0.0,22.0,30.0,37.2,65.31,,Autumn,,Moderate
Balgarden ,,11:20 AM,0.66,11.44,0.0,19.0,29.0,37.3,66.42,,Autumn,,Moderate
Balgarden ,,11:30 AM,0.68,8.58,0.0,17.0,29.0,37.3,90.56,,Autumn,,Moderate
Balgarden ,,11:40 AM,0.6,8.58,2.05,21.0,37.0,37.2,97.27,,Autumn,,Moderate
Balgarden ,,11:50 AM,0.6,11.44,0.0,19.0,32.0,37.3,98.7,,Autumn,,Moderate
Balgarden ,,12:00 PM,0.46,11.44,0.0,19.0,30.0,35.4,96.6,,Autumn,,Moderate
Balgarden ,,12:10 PM,0.53,11.44,0.0,19.0,30.0,35.6,91.73,,Autumn,,Moderate
Balgarden ,,12:20 PM,0.68,11.44,2.05,20.0,27.0,33.4,81.26,,Autumn,,Moderate
Balgarden ,,12:30 PM,0.6,8.58,0.0,19.0,34.0,33.2,76.23,,Autumn,,Moderate
Balgarden ,,12:40 PM,0.6,11.44,0.0,21.0,37.0,34.8,68.48,,Autumn,,Moderate
Balgarden ,,12:50 PM,0.46,8.58,2.05,21.0,38.0,35.08,62.62,,Autumn,,Moderate
Balgarden ,,1:00 PM,0.53,8.58,0.0,22.0,42.0,34.0,45.39,,Autumn,,Moderate
Balgarden ,,1:10 PM,1.25,11.44,2.05,21.0,47.0,34.3,45.43,,Autumn,,Moderate
Balgarden ,,1:20 PM,0.66,11.44,0.0,23.0,45.0,34.5,45.79,,Autumn,,Moderate
Balgarden ,,1:30 PM,0.68,11.44,0.0,24.0,56.0,34.9,44.99,,Autumn,,Moderate
Balgarden ,,1:40 PM,0.6,11.44,2.05,23.0,51.0,34.9,50.38,,Autumn,,Moderate
Balgarden ,,1:50 PM,0.6,11.44,0.3,26.0,63.0,34.7,56.35,,Autumn,,Moderate
Balgarden ,,2:00 PM,0.46,8.58,0.3,28.0,62.0,34.9,84.72,,Autumn,,Moderate
Balgarden ,,2:10 PM,0.53,8.58,0.2,31.0,68.0,34.9,74.22,,Autumn,,Moderate
Balgarden ,,2:20 PM,1.25,8.58,0.2,32.0,66.0,35.1,60.9,,Autumn,,Moderate
Balgarden ,,2:30 PM,0.0,8.58,0.2,27.45,80.0,35.5,53.92,,Autumn,,Moderate
Balgarden ,,2:40 PM,0.0,8.58,0.1,26.07,84.37,33.6,47.48,,Autumn,,Moderate
Balgarden ,,2:50 PM,1.25,8.58,0.1,22.62,82.2,33.9,40.1,,Autumn,,Moderate
Balgarden ,,3:00 PM,0.0,11.44,0.1,21.5,78.0,34.11,41.74,,Autumn,,Moderate
Balgarden ,,3:10 PM,1.25,11.44,0.0,20.72,71.0,33.9,49.5,,Autumn,,Moderate
Balgarden ,,3:20 PM,0.66,8.58,0.0,19.92,67.0,33.9,57.31,,Autumn,,Moderate
Balgarden ,,3:30 PM,0.68,8.58,0.0,18.8,69.0,33.9,60.0,,Autumn,,Moderate
Balgarden ,,3:40 PM,0.6,8.58,0.0,17.67,74.0,34.0,68.77,,Autumn,,Moderate
Balgarden ,,3:50 PM,0.6,11.44,0.0,17.98,77.0,34.2,71.99,,Autumn,,Moderate
Balgarden ,,4:00 PM,0.46,11.44,0.0,17.97,79.0,33.99,74.12,,Autumn,,Moderate
Balgarden ,,4:10 PM,0.53,11.44,0.0,17.75,80.0,34.2,77.91,,Autumn,,Moderate
Balgarden ,,4:20 PM,0.0,8.58,2.05,17.95,73.0,34.3,81.38,,Autumn,,Moderate
Balgarden ,,4:30 PM,1.25,8.58,0.0,18.37,69.0,34.4,87.21,,Autumn,,Moderate
Balgarden ,,4:40 PM,0.0,8.58,2.05,18.53,71.0,34.9,92.04,,Autumn,,Moderate
Balgarden ,,4:50 PM,1.25,8.58,0.0,20.0,71.0,34.9,84.86,,Autumn,,Moderate
Balgarden ,,5:00 PM,0.0,8.58,0.0,24.7,71.0,34.56,75.81,,Autumn,,Moderate
Balgarden ,2022-01-07,10:00 AM,1.25,14.3,0.0,24.0,40.0,34.9,70.49,1.0,Winter,,Moderate
Balgarden ,2022-01-07,10:10 AM,0.0,14.3,2.05,22.0,37.0,35.0,66.03,1.0,Winter,,Moderate
Balgarden ,2022-01-07,10:20 AM,0.0,14.3,0.0,26.0,50.0,35.1,59.32,1.0,Winter,,Moderate
Balgarden ,2022-01-07,10:30 AM,1.25,11.44,0.0,23.0,51.0,35.9,56.46,1.0,Winter,,Moderate
Balgarden ,2022-01-07,10:40 AM,0.0,11.44,2.05,21.0,58.0,36.0,50.78,1.0,Winter,,Moderate
Balgarden ,2022-01-07,10:50 AM,0.0,11.44,0.0,27.0,48.0,35.36,56.39,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:00 AM,1.25,5.72,0.0,28.0,46.0,36.0,63.66,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:10 AM,0.66,11.44,2.05,22.0,40.0,36.2,67.56,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:20 AM,0.68,11.44,0.0,19.0,35.0,40.2,68.39,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:30 AM,0.6,11.44,0.0,19.0,29.0,35.5,64.59,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:40 AM,0.6,5.72,2.05,21.0,37.0,35.5,77.92,1.0,Winter,,Moderate
Balgarden ,2022-01-07,11:50 AM,0.46,5.72,0.0,19.0,32.0,36.56,81.46,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:00 PM,0.53,8.58,0.0,19.0,30.0,35.5,83.26,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:10 PM,0.54,8.58,0.0,19.0,30.0,35.6,86.59,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:20 PM,0.59,8.58,2.05,21.0,28.0,35.6,90.36,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:30 PM,0.5,8.58,0.0,19.0,34.0,35.2,93.12,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:40 PM,0.5,8.58,0.0,21.0,37.0,35.1,88.98,1.0,Winter,,Moderate
Balgarden ,2022-01-07,12:50 PM,0.49,11.44,0.0,21.0,38.0,35.37,83.89,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:00 PM,0.57,8.58,0.0,22.0,33.0,34.98,78.96,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:10 PM,1.25,8.58,0.0,21.0,36.0,34.9,72.52,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:20 PM,1.25,8.58,2.05,23.0,37.0,34.9,67.77,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:30 PM,0.0,11.44,0.0,24.0,38.0,34.9,73.0,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:40 PM,0.0,8.58,4.11,26.0,41.0,35.1,69.61,1.0,Winter,,Moderate
Balgarden ,2022-01-07,1:50 PM,0.0,11.44,0.0,28.0,42.0,35.5,67.92,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:00 PM,0.0,8.58,4.11,28.0,44.0,32.5,68.18,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:10 PM,1.25,11.44,4.11,31.0,46.0,33.3,70.9,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:20 PM,1.25,11.44,2.05,30.0,47.0,33.6,74.53,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:30 PM,0.0,11.44,0.0,31.0,49.0,33.9,78.28,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:40 PM,0.0,14.3,0.0,35.0,51.0,33.7,83.26,1.0,Winter,,Moderate
Balgarden ,2022-01-07,2:50 PM,1.25,11.44,0.0,33.0,55.0,33.6,82.32,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:00 PM,0.0,11.44,0.0,30.0,57.0,33.9,82.59,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:10 PM,1.25,14.3,2.05,29.0,69.0,33.56,83.54,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:20 PM,0.42,11.44,2.05,21.0,68.0,33.9,87.09,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:30 PM,0.42,11.44,0.0,22.0,68.0,33.8,92.17,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:40 PM,0.41,11.44,4.11,27.0,65.0,33.9,85.28,1.0,Winter,,Moderate
Balgarden ,2022-01-07,3:50 PM,0.0,14.3,0.0,27.0,63.0,34.0,83.17,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:00 PM,0.0,14.3,0.0,25.0,61.0,34.2,78.75,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:10 PM,1.25,14.3,0.0,21.0,60.0,33.91,76.32,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:20 PM,0.0,11.44,2.05,23.0,53.0,34.2,70.53,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:30 PM,1.25,14.3,2.05,20.0,45.0,34.3,62.72,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:40 PM,0.0,11.44,2.05,18.0,39.0,34.9,50.95,1.0,Winter,,Moderate
Balgarden ,2022-01-07,4:50 PM,1.25,14.3,0.0,16.0,35.0,34.9,46.6,1.0,Winter,,Moderate
Balgarden ,2022-01-07,5:00 PM,0.0,11.44,0.0,12.0,30.0,34.9,45.62,1.0,Winter,,Good
Balgarden ,2022-02-07,10:00 AM,1.25,14.3,0.0,24.0,48.0,34.64,49.34,2.0,Winter,,Moderate
Balgarden ,2022-02-07,10:10 AM,0.0,11.44,0.0,22.0,38.0,34.9,58.68,2.0,Winter,,Moderate
Balgarden ,2022-02-07,10:20 AM,0.0,11.44,2.05,26.0,33.0,35.0,65.7,2.0,Winter,,Moderate
Balgarden ,2022-02-07,10:30 AM,1.25,11.44,2.05,23.0,45.0,34.4,73.19,2.0,Winter,,Moderate
Balgarden ,2022-02-07,10:40 AM,0.0,14.3,4.11,21.0,47.0,34.3,81.89,2.0,Winter,,Moderate
Balgarden ,2022-02-07,10:50 AM,0.0,14.3,4.11,27.0,48.0,34.0,85.19,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:00 AM,1.25,17.16,0.0,28.0,37.0,34.67,89.86,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:10 AM,1.25,20.02,2.05,20.0,43.0,34.0,93.33,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:20 AM,0.0,17.16,2.05,19.0,39.0,34.0,94.3,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:30 AM,0.42,17.16,4.11,17.0,33.0,33.8,94.13,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:40 AM,0.42,11.44,0.0,20.0,37.0,33.5,92.83,2.0,Winter,,Moderate
Balgarden ,2022-02-07,11:50 AM,0.41,14.3,0.0,19.0,32.0,33.3,93.86,2.0,Winter,,Moderate
Balgarden ,2022-02-07,12:00 PM,1.25,11.44,0.0,19.0,30.0,33.8,90.11,2.0,Winter,,Moderate
Balgarden ,2022-02-07,12:10 PM,0.71,11.44,0.0,11.0,30.0,33.3,91.24,2.0,Winter,,Good
Balgarden ,2022-02-07,12:20 PM,0.7,11.44,2.05,9.0,32.0,33.1,86.85,2.0,Winter,,Good
Balgarden ,2022-02-07,12:30 PM,0.77,11.44,0.0,9.0,34.0,32.9,76.52,2.0,Winter,,Good
Balgarden ,2022-02-07,12:40 PM,0.74,14.3,0.0,9.0,33.0,32.7,68.48,2.0,Winter,,Good
Balgarden ,2022-02-07,12:50 PM,0.72,11.44,2.05,12.0,38.0,32.5,70.68,2.0,Winter,,Good
Balgarden ,2022-02-07,1:00 PM,0.0,11.44,0.0,11.0,42.0,32.91,72.94,2.0,Winter,,Good
Balgarden ,2022-02-07,1:10 PM,1.25,8.58,0.0,16.0,51.0,33.4,82.53,2.0,Winter,,Moderate
Balgarden ,2022-02-07,1:20 PM,0.71,8.58,0.0,18.0,45.0,33.9,91.59,2.0,Winter,,Moderate
Balgarden ,2022-02-07,1:30 PM,0.7,8.58,0.0,16.0,50.0,33.9,97.06,2.0,Winter,,Moderate
Balgarden ,2022-02-07,1:40 PM,0.77,8.58,0.0,18.0,51.0,33.9,85.96,2.0,Winter,,Moderate
Balgarden ,2022-02-07,1:50 PM,0.74,5.72,0.0,20.0,57.0,34.1,86.83,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:00 PM,0.72,8.58,0.0,21.0,61.0,34.5,93.63,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:10 PM,0.75,5.72,0.0,25.0,66.0,32.5,89.17,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:20 PM,1.25,5.72,0.0,20.0,70.0,33.3,88.55,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:30 PM,0.0,8.58,0.0,19.0,65.0,33.6,87.94,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:40 PM,0.0,11.44,2.05,18.0,66.0,33.5,87.32,2.0,Winter,,Moderate
Balgarden ,2022-02-07,2:50 PM,1.25,5.72,2.05,24.0,68.0,33.7,82.09,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:00 PM,0.0,5.72,0.0,30.0,71.0,33.6,72.61,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:10 PM,1.25,8.58,0.0,29.0,65.0,33.9,65.89,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:20 PM,0.71,8.58,0.0,25.0,64.0,33.59,58.81,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:30 PM,0.7,11.44,0.0,29.0,61.0,33.9,57.24,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:40 PM,0.77,11.44,2.05,23.0,58.0,33.9,56.52,2.0,Winter,,Moderate
Balgarden ,2022-02-07,3:50 PM,0.74,11.44,0.0,27.0,54.0,33.8,56.36,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:00 PM,0.72,8.58,0.0,25.0,55.0,34.0,67.29,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:10 PM,1.25,8.58,0.0,25.0,63.0,34.2,65.89,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:20 PM,0.0,8.58,0.0,23.0,67.0,33.9,64.49,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:30 PM,1.25,11.44,0.0,25.0,69.0,34.5,63.09,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:40 PM,0.0,8.58,2.05,26.0,71.0,34.8,61.69,2.0,Winter,,Moderate
Balgarden ,2022-02-07,4:50 PM,1.25,8.58,0.0,19.0,74.0,35.0,60.29,2.0,Winter,,Moderate
Balgarden ,2022-02-07,5:00 PM,0.0,8.58,0.0,12.0,72.0,34.9,58.89,2.0,Winter,,Good
Behind SMHS,2022-07-07,10:00 AM,1.25,8.58,0.0,27.0,50.0,34.9,57.49,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,10:10 AM,0.09,11.44,0.0,25.0,40.0,34.66,56.09,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,10:20 AM,0.09,8.58,2.05,29.0,35.0,35.2,58.81,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,10:30 AM,0.1,8.58,0.0,26.0,47.0,34.9,57.24,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,10:40 AM,0.58,8.58,0.0,24.0,49.0,34.4,56.52,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,10:50 AM,1.25,11.44,0.0,30.0,50.0,34.1,56.36,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:00 AM,0.0,8.58,0.0,31.0,39.0,34.0,67.29,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:10 AM,1.25,11.44,2.05,23.0,45.0,34.64,65.89,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:20 AM,0.0,14.3,2.05,22.0,41.0,34.0,66.89,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:30 AM,0.0,14.3,2.05,20.0,35.0,33.9,68.76,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:40 AM,0.0,11.44,0.0,23.0,39.0,33.8,70.63,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,11:50 AM,1.25,11.44,0.0,22.0,34.0,33.5,72.5,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,12:00 PM,0.0,11.44,0.0,22.0,32.0,33.3,64.49,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,12:10 PM,1.25,8.58,0.0,14.0,32.0,33.79,63.09,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,12:20 PM,0.71,11.44,2.05,12.0,34.0,33.3,61.69,7.0,Summer,,Good
Behind SMHS,2022-07-07,12:30 PM,0.7,11.44,0.0,12.0,36.0,32.8,60.29,7.0,Summer,,Good
Behind SMHS,2022-07-07,12:40 PM,0.77,8.58,2.05,12.0,35.0,32.9,58.89,7.0,Summer,,Good
Behind SMHS,2022-07-07,12:50 PM,0.74,11.44,0.0,15.0,40.0,32.6,57.49,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:00 PM,0.72,8.58,0.0,14.0,44.0,32.4,56.09,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:10 PM,0.71,5.72,2.05,19.0,53.0,32.89,58.81,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:20 PM,0.7,5.72,0.0,21.0,47.0,33.82,57.24,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:30 PM,0.77,5.72,4.88,19.0,52.0,33.9,56.52,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:40 PM,0.74,5.72,4.92,21.0,53.0,33.7,56.36,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,1:50 PM,0.72,8.58,4.92,23.0,59.0,33.9,67.29,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,2:00 PM,1.25,11.44,4.9,24.0,63.0,33.9,57.97,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,2:10 PM,0.0,11.44,4.88,28.0,68.0,34.1,57.68,7.0,Summer,,Moderate
