Location,Date,Time,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%),Month,Season,Hour,AQI_Category
Behind SMHS,2022-07-07,2:20 PM,0.0,11.44,4.89,23.0,72.0,34.5,57.39,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,2:30 PM,0.0,14.3,4.92,22.0,67.0,32.5,57.1,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,2:40 PM,1.25,17.16,4.9,21.0,68.0,33.9,56.81,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,2:50 PM,1.25,11.44,4.91,27.0,70.0,32.9,56.52,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:00 PM,0.0,17.16,4.88,33.0,73.0,33.5,56.23,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:10 PM,1.25,8.58,4.91,32.0,67.0,33.7,55.94,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:20 PM,0.0,8.58,2.05,28.0,66.0,33.6,55.65,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:30 PM,0.0,11.44,0.0,32.0,63.0,33.9,55.36,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:40 PM,1.25,8.58,2.05,26.0,60.0,33.7,55.07,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,3:50 PM,0.0,8.58,0.0,30.0,56.0,33.9,54.78,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:00 PM,0.0,8.58,0.0,28.0,57.0,33.8,54.49,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:10 PM,1.25,11.44,2.05,28.0,65.0,34.0,54.21,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:20 PM,0.0,8.58,0.0,26.0,69.0,34.2,53.92,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:30 PM,0.0,11.44,2.05,28.0,71.0,33.86,53.63,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:40 PM,0.0,11.44,0.0,29.0,73.0,34.4,53.34,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,4:50 PM,1.25,8.58,2.05,22.0,76.0,34.5,53.05,7.0,Summer,,Moderate
Behind SMHS,2022-07-07,5:00 PM,0.0,14.3,0.0,15.0,74.0,35.0,52.76,7.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:00 AM,1.25,11.44,0.0,28.0,52.0,34.9,52.47,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:10 AM,0.0,14.3,2.05,26.0,42.0,34.9,52.18,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:20 AM,0.0,11.44,2.05,30.0,37.0,34.6,51.89,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:30 AM,0.0,11.44,0.0,27.0,49.0,35.2,51.6,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:40 AM,0.0,11.44,2.05,25.0,51.0,34.8,51.31,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,10:50 AM,1.25,14.3,0.0,31.0,52.0,34.4,51.02,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:00 AM,0.0,11.44,0.0,32.0,41.0,34.1,50.73,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:10 AM,1.25,14.3,0.0,24.0,47.0,34.0,50.44,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:20 AM,0.0,17.16,2.05,23.0,43.0,34.63,50.15,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:30 AM,0.0,17.16,2.05,21.0,37.0,34.0,49.86,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:40 AM,0.0,14.3,0.0,24.0,41.0,33.9,91.24,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,11:50 AM,1.25,14.3,0.0,23.0,36.0,33.8,86.85,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:00 PM,0.0,14.3,0.0,23.0,34.0,33.5,76.52,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:10 PM,1.25,11.44,2.05,15.0,34.0,33.1,68.48,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:20 PM,0.71,14.3,2.05,13.0,36.0,32.4,70.68,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:30 PM,0.7,14.3,0.0,13.0,38.0,32.0,72.94,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:40 PM,0.77,11.44,0.0,13.0,37.0,31.7,82.53,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,12:50 PM,0.74,14.3,2.05,16.0,42.0,31.8,91.59,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:00 PM,0.72,11.44,0.0,15.0,46.0,31.5,97.06,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:10 PM,0.73,8.58,2.05,20.0,55.0,31.3,85.96,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:20 PM,0.83,8.58,0.0,22.0,49.0,31.3,86.83,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:30 PM,0.87,8.58,2.05,20.0,54.0,32.8,93.63,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:40 PM,0.8,8.58,0.0,22.0,55.0,32.8,89.17,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,1:50 PM,0.0,11.44,2.05,24.0,61.0,32.6,88.55,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:00 PM,1.25,14.3,0.0,25.0,65.0,32.8,87.94,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:10 PM,0.0,14.3,2.05,29.0,70.0,32.8,87.32,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:20 PM,0.0,14.3,2.05,24.0,74.0,33.0,82.09,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:30 PM,0.0,17.16,0.0,23.0,69.0,33.4,72.61,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:40 PM,1.25,20.02,0.0,22.0,70.0,31.8,65.89,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,2:50 PM,1.25,14.3,2.05,28.0,72.0,32.4,58.81,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:00 PM,0.0,17.16,0.0,32.0,72.0,32.6,57.24,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:10 PM,1.25,11.44,2.05,33.0,69.0,32.5,56.52,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:20 PM,0.0,11.44,0.0,29.0,68.0,33.1,56.36,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:30 PM,0.0,14.3,2.05,33.0,65.0,33.4,67.29,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:40 PM,1.25,11.44,2.05,27.0,62.0,31.2,65.89,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,3:50 PM,0.0,11.44,0.0,31.0,58.0,30.8,64.49,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:00 PM,0.0,11.44,0.0,29.0,59.0,31.2,63.09,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:10 PM,1.25,14.3,2.05,29.0,67.0,30.4,87.99,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:20 PM,0.0,11.44,2.05,27.0,71.0,30.4,92.78,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:30 PM,0.0,14.3,4.88,29.0,73.0,30.8,95.72,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:40 PM,0.0,14.3,4.92,30.0,75.0,28.8,86.04,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,4:50 PM,1.25,11.44,4.92,23.0,78.0,29.1,89.89,8.0,Summer,,Moderate
Behind SMHS,2022-08-07,5:00 PM,0.0,17.16,4.9,16.0,76.0,28.8,95.48,8.0,Summer,,Moderate
Behind SMHS,2022-09-07,10:00 AM,1.25,14.3,4.88,29.0,46.0,28.5,97.64,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,10:10 AM,1.25,14.3,4.89,27.0,38.0,28.8,97.49,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,10:20 AM,0.0,14.3,4.92,28.0,44.0,29.6,91.91,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,10:30 AM,0.0,11.44,4.9,28.0,65.0,29.3,60.19,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,10:40 AM,0.0,11.44,4.91,26.0,67.0,29.2,53.99,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,10:50 AM,1.25,11.44,4.88,29.0,58.0,29.2,46.85,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,11:00 AM,0.0,5.72,4.91,31.0,43.0,29.3,43.78,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,11:30 AM,0.0,11.44,0.0,22.0,29.0,29.2,42.96,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,11:40 AM,0.0,5.72,2.05,25.0,37.0,29.0,54.26,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,11:50 AM,1.25,5.72,0.0,23.0,32.0,28.7,66.82,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,12:00 PM,0.0,8.58,0.0,24.0,30.0,28.6,76.58,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,12:10 PM,1.25,14.3,2.05,21.0,30.0,3.3,82.82,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,12:20 PM,0.73,14.3,2.05,22.0,32.0,32.8,91.47,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,12:50 PM,0.83,14.3,2.05,17.0,35.0,32.6,94.12,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,1:00 PM,0.87,14.3,0.0,23.0,42.0,32.9,96.13,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,1:10 PM,0.8,8.58,2.05,21.0,47.0,33.0,97.99,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,1:20 PM,0.78,8.58,2.05,23.0,56.0,32.8,99.7,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,1:30 PM,0.76,14.3,0.0,21.0,59.0,32.9,95.69,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,1:40 PM,0.71,20.02,0.0,30.0,61.0,32.6,95.18,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,2:10 PM,0.7,14.3,2.05,33.0,68.0,32.3,90.97,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,2:20 PM,0.77,14.3,4.88,34.0,70.0,32.4,85.59,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,2:30 PM,0.74,14.3,4.92,24.0,75.0,31.7,84.02,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,2:40 PM,0.72,11.44,4.92,36.0,90.0,32.0,77.24,9.0,Autumn,,Unhealthy for Sensitive Groups
Behind SMHS,2022-09-07,2:50 PM,0.67,11.44,4.9,29.0,88.0,31.6,76.71,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,3:00 PM,0.69,14.3,4.88,32.0,73.0,31.3,75.5,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,3:30 PM,0.68,11.44,4.89,34.0,70.0,31.2,75.51,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,3:40 PM,1.25,11.44,4.92,28.0,65.0,30.8,70.24,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,3:50 PM,0.0,14.3,4.9,32.0,63.0,30.9,67.6,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,4:00 PM,0.0,14.3,4.91,30.0,61.0,30.5,64.96,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,4:10 PM,1.25,14.3,4.88,27.0,60.0,30.3,62.32,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,4:20 PM,0.0,11.44,4.91,25.0,53.0,29.5,59.69,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,4:50 PM,1.25,14.3,4.9,24.0,42.0,28.6,57.05,9.0,Autumn,,Moderate
Behind SMHS,2022-09-07,5:00 PM,0.0,14.3,4.9,17.0,30.0,28.8,54.41,9.0,Autumn,,Moderate
Lal Chowk,,10:00 AM,1.25,11.44,4.11,15.0,76.0,28.8,51.77,,Autumn,,Moderate
Lal Chowk,,10:10 AM,0.0,14.3,2.05,18.0,76.0,29.6,49.13,,Autumn,,Moderate
Lal Chowk,,10:20 AM,0.0,17.16,2.05,20.0,73.0,29.6,46.49,,Autumn,,Moderate
Lal Chowk,,10:30 AM,1.25,20.02,4.11,20.0,81.0,29.4,43.86,,Autumn,,Moderate
Lal Chowk,,11:00 AM,1.25,22.88,0.0,23.0,81.0,29.3,41.22,,Autumn,,Moderate
Lal Chowk,,11:10 AM,0.0,17.16,0.0,27.0,87.0,29.2,54.78,,Autumn,,Moderate
Lal Chowk,,11:20 AM,1.25,14.3,2.05,29.0,87.0,29.0,48.92,,Autumn,,Moderate
Lal Chowk,,11:30 AM,0.0,11.44,0.0,29.0,87.0,28.7,51.92,,Autumn,,Moderate
Lal Chowk,,11:40 AM,0.0,17.16,0.0,30.0,88.0,28.5,45.86,,Autumn,,Moderate
Lal Chowk,,11:50 AM,0.0,14.3,0.0,30.0,88.0,28.6,47.5,,Autumn,,Moderate
Lal Chowk,,12:20 PM,1.25,20.02,0.0,32.0,88.0,28.7,57.1,,Autumn,,Moderate
Lal Chowk,,12:30 PM,0.0,20.02,4.11,32.0,88.0,30.6,80.2,,Autumn,,Moderate
Lal Chowk,,12:40 PM,1.25,22.88,4.11,32.0,90.0,3.3,86.64,,Autumn,,Moderate
Lal Chowk,,12:50 PM,0.0,14.3,0.0,33.0,90.0,32.9,75.51,,Autumn,,Moderate
Lal Chowk,,1:00 PM,1.25,14.3,0.0,33.0,90.0,33.0,70.24,,Autumn,,Moderate
Lal Chowk,,1:10 PM,0.0,14.3,0.0,38.0,91.0,32.7,67.6,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:20 PM,0.0,22.88,0.0,38.0,121.0,32.87,64.96,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:50 PM,1.25,22.88,0.0,35.0,100.0,32.8,62.32,,Autumn,,Moderate
Lal Chowk,,2:00 PM,0.0,14.3,0.0,31.0,98.0,32.5,59.69,,Autumn,,Moderate
Lal Chowk,,2:10 PM,0.0,17.16,0.0,29.0,60.0,32.2,57.05,,Autumn,,Moderate
Lal Chowk,,2:20 PM,1.25,17.16,2.05,32.0,55.0,32.39,54.41,,Autumn,,Moderate
Lal Chowk,,2:30 PM,0.0,20.02,0.0,30.0,49.0,32.2,51.77,,Autumn,,Moderate
Lal Chowk,,2:40 PM,1.25,20.02,0.0,33.0,71.0,31.5,49.13,,Autumn,,Moderate
Lal Chowk,,3:10 PM,1.25,17.16,4.11,38.0,77.0,32.0,46.49,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:20 PM,0.0,11.44,4.11,36.0,80.0,31.6,43.86,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:30 PM,0.0,11.44,6.16,37.0,82.0,30.8,41.22,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:40 PM,1.25,11.44,0.0,39.0,84.0,31.51,58.22,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:50 PM,0.0,11.44,0.0,45.0,87.0,30.8,53.07,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:00 PM,0.0,11.44,0.0,47.0,88.0,30.5,56.1,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:30 PM,0.0,25.74,2.05,53.0,100.0,30.4,57.06,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:40 PM,0.0,22.88,0.0,56.0,105.0,30.4,87.34,,Autumn,,Unhealthy
Lal Chowk,,4:50 PM,1.25,25.74,4.11,57.0,108.0,29.5,92.12,,Autumn,,Unhealthy
Lal Chowk,,5:00 PM,0.0,17.16,0.0,59.0,112.0,30.37,94.18,,Autumn,,Unhealthy
Lal Chowk,,10:00 AM,1.25,20.02,0.0,15.0,76.0,29.5,94.31,,Autumn,,Moderate
Lal Chowk,,10:10 AM,1.25,20.02,0.0,18.0,80.0,28.8,89.84,,Autumn,,Moderate
Lal Chowk,,10:40 AM,0.0,25.74,4.11,20.0,80.0,29.0,86.02,,Autumn,,Moderate
Lal Chowk,,10:50 AM,0.0,20.02,0.0,21.0,80.0,28.7,94.06,,Autumn,,Moderate
Lal Chowk,,11:00 AM,1.25,17.16,0.0,23.0,81.0,28.5,95.91,,Autumn,,Moderate
Lal Chowk,,11:10 AM,0.0,14.3,0.0,27.0,87.0,28.99,89.81,,Autumn,,Moderate
Lal Chowk,,11:20 AM,1.25,14.3,2.05,29.0,87.0,29.6,82.23,,Autumn,,Moderate
Lal Chowk,,11:30 AM,0.0,8.58,0.0,29.0,87.0,29.6,76.24,,Autumn,,Moderate
Lal Chowk,,12:00 PM,1.25,14.3,0.0,31.0,86.0,29.4,56.47,,Autumn,,Moderate
Lal Chowk,,12:10 PM,0.0,17.16,0.0,31.0,88.0,29.3,56.41,,Autumn,,Moderate
Lal Chowk,,12:20 PM,1.25,17.16,0.0,32.0,88.0,29.3,55.41,,Autumn,,Moderate
Lal Chowk,,12:30 PM,0.0,11.44,4.11,32.0,88.0,29.37,54.06,,Autumn,,Moderate
Lal Chowk,,12:40 PM,1.25,8.58,4.11,32.0,90.0,29.3,49.62,,Autumn,,Moderate
Lal Chowk,,12:50 PM,0.0,8.58,2.1,33.0,90.0,29.2,52.99,,Autumn,,Moderate
Lal Chowk,,1:00 PM,1.25,8.58,2.1,33.0,90.0,28.5,77.0,,Autumn,,Moderate
Lal Chowk,,1:10 PM,0.0,8.58,2.1,38.0,91.0,28.9,80.22,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:20 PM,0.0,11.44,0.0,38.0,121.0,28.6,86.61,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:30 PM,1.25,11.44,1.8,36.0,103.0,28.83,92.73,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:40 PM,0.0,11.44,1.4,38.0,109.0,30.62,88.7,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:50 PM,1.25,11.44,4.9,35.0,100.0,3.3,88.7,,Autumn,,Moderate
Lal Chowk,,2:00 PM,0.0,11.44,3.0,31.0,86.0,32.9,91.13,,Autumn,,Moderate
Lal Chowk,,2:10 PM,0.0,8.58,3.3,29.0,60.0,33.1,91.44,,Autumn,,Moderate
Lal Chowk,,2:20 PM,1.25,17.16,2.05,38.0,72.0,32.9,90.26,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,2:30 PM,0.0,20.02,2.1,30.0,69.0,33.0,86.35,,Autumn,,Moderate
Lal Chowk,,2:40 PM,1.25,20.02,6.2,31.0,69.0,32.8,76.95,,Autumn,,Moderate
Lal Chowk,,2:50 PM,0.0,17.16,1.5,31.0,76.0,32.91,67.79,,Autumn,,Moderate
Lal Chowk,,3:00 PM,1.25,20.02,0.0,35.0,72.0,32.8,57.47,,Autumn,,Moderate
Lal Chowk,,3:10 PM,1.25,17.16,4.1,38.0,77.0,32.8,58.96,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:20 PM,1.25,11.44,4.11,32.0,80.0,32.6,58.73,,Autumn,,Moderate
Lal Chowk,,3:30 PM,0.0,11.44,6.16,33.0,85.0,32.4,60.2,,Autumn,,Moderate
Lal Chowk,,3:40 PM,1.25,11.44,2.05,39.0,84.0,32.2,58.56,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:50 PM,0.0,17.16,2.1,45.0,86.0,32.44,60.51,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:00 PM,0.0,20.02,2.1,47.0,88.0,32.2,89.19,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:10 PM,1.25,22.88,2.1,50.0,92.0,31.7,91.7,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:20 PM,0.0,20.02,0.0,52.0,99.0,32.0,93.35,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:30 PM,1.25,22.88,2.05,53.0,106.0,31.6,98.02,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:40 PM,1.25,20.02,0.0,56.0,105.0,30.8,94.39,,Autumn,,Unhealthy
Lal Chowk,,4:50 PM,1.25,22.88,4.11,57.0,108.0,31.56,93.04,,Autumn,,Unhealthy
Lal Chowk,,5:00 PM,0.0,25.74,4.9,59.0,112.0,30.8,91.03,,Autumn,,Unhealthy
Lal Chowk,,10:00 AM,1.25,25.74,4.9,11.0,70.0,31.2,93.32,,Autumn,,Good
Lal Chowk,,10:10 AM,1.25,25.74,4.9,19.0,79.0,30.4,91.56,,Autumn,,Moderate
Lal Chowk,,10:20 AM,0.0,20.02,4.9,20.0,73.0,30.4,88.27,,Autumn,,Moderate
Lal Chowk,,10:30 AM,1.25,14.3,4.9,20.0,81.0,29.5,77.65,,Autumn,,Moderate
Lal Chowk,,10:40 AM,0.0,14.3,5.9,21.0,83.0,30.49,66.98,,Autumn,,Moderate
Lal Chowk,,10:50 AM,0.0,14.3,2.05,21.0,80.0,29.5,60.66,,Autumn,,Moderate
Lal Chowk,,11:00 AM,1.25,17.16,0.0,23.0,81.0,28.8,57.09,,Autumn,,Moderate
Lal Chowk,,11:10 AM,0.0,11.44,0.0,25.0,85.0,29.1,51.89,,Autumn,,Moderate
Lal Chowk,,11:20 AM,1.25,14.3,2.05,29.0,87.0,28.8,58.74,,Autumn,,Moderate
Lal Chowk,,11:30 AM,1.25,8.58,0.0,29.0,87.0,29.6,66.9,,Autumn,,Moderate
Lal Chowk,,11:40 AM,0.0,17.16,0.0,30.0,88.0,29.01,66.99,,Autumn,,Moderate
Lal Chowk,,11:50 AM,0.0,11.44,2.05,30.0,88.0,29.6,73.14,,Autumn,,Moderate
Lal Chowk,,12:00 PM,1.25,14.3,0.0,31.0,86.0,29.6,93.85,,Autumn,,Moderate
Lal Chowk,,12:10 PM,0.0,17.16,0.0,30.0,88.0,29.6,97.12,,Autumn,,Moderate
Lal Chowk,,12:20 PM,1.25,17.16,0.0,32.0,88.0,29.3,95.23,,Autumn,,Moderate
Lal Chowk,,12:30 PM,0.0,11.44,2.05,32.0,88.0,29.3,99.02,,Autumn,,Moderate
Lal Chowk,,12:40 PM,1.25,14.3,4.11,32.0,90.0,29.4,99.94,,Autumn,,Moderate
Lal Chowk,,12:50 PM,0.0,14.3,0.0,34.0,96.0,29.3,98.79,,Autumn,,Moderate
Lal Chowk,,1:00 PM,1.25,14.3,2.05,39.0,100.0,29.2,90.37,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:10 PM,0.0,14.3,0.0,41.0,110.0,29.0,86.67,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:20 PM,0.0,17.16,6.16,47.0,121.0,28.9,80.13,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:30 PM,1.25,14.3,4.11,36.0,103.0,28.6,75.19,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:40 PM,0.0,17.16,2.05,38.0,109.0,28.9,69.06,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,1:50 PM,1.25,14.3,0.0,35.0,100.0,3.3,62.78,,Autumn,,Moderate
Lal Chowk,,2:00 PM,0.0,11.44,0.0,31.0,98.0,26.79,47.72,,Autumn,,Moderate
Lal Chowk,,2:10 PM,1.25,8.58,0.0,26.0,60.0,32.9,48.74,,Autumn,,Moderate
Lal Chowk,,2:20 PM,1.25,17.16,2.05,24.0,55.0,33.1,43.71,,Autumn,,Moderate
Lal Chowk,,2:30 PM,1.25,20.02,4.11,22.0,49.0,32.9,42.38,,Autumn,,Moderate
Lal Chowk,,2:40 PM,1.25,20.02,0.0,33.0,71.0,33.0,44.93,,Autumn,,Moderate
Lal Chowk,,2:50 PM,0.0,22.88,0.0,31.0,76.0,32.8,61.36,,Autumn,,Moderate
Lal Chowk,,3:00 PM,1.25,17.16,0.0,35.0,72.0,32.91,70.63,,Autumn,,Moderate
Lal Chowk,,3:10 PM,1.25,20.02,2.05,38.0,77.0,32.8,71.71,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:20 PM,0.0,22.88,4.11,36.0,80.0,32.8,77.21,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:30 PM,0.0,20.02,2.05,37.0,82.0,32.6,75.52,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:40 PM,1.25,17.16,0.0,39.0,84.0,31.9,76.34,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,3:50 PM,0.0,11.44,0.0,45.0,87.0,32.2,80.51,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:00 PM,0.0,20.02,0.0,47.0,88.0,32.44,82.3,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:10 PM,1.25,20.02,0.0,49.0,99.0,32.2,79.0,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:20 PM,0.0,20.02,0.0,52.0,99.0,31.7,70.85,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:30 PM,1.25,25.74,2.05,53.0,100.0,31.4,72.54,,Autumn,,Unhealthy for Sensitive Groups
Lal Chowk,,4:40 PM,1.25,22.88,2.05,56.0,105.0,31.2,74.89,,Autumn,,Unhealthy
Lal Chowk,,4:50 PM,1.25,22.88,4.11,57.0,108.0,30.8,76.21,,Autumn,,Unhealthy
Lal Chowk,,5:00 PM,0.0,22.88,0.0,59.0,112.0,31.56,64.01,,Autumn,,Unhealthy
Silk Factory Road,,10:00 AM,1.25,17.16,0.0,21.0,81.0,30.8,54.5,,Autumn,,Moderate
Silk Factory Road,,10:10 AM,1.25,14.3,0.0,23.0,90.0,31.2,60.13,,Autumn,,Moderate
Silk Factory Road,,10:20 AM,0.0,14.3,2.05,21.0,86.0,30.4,63.87,,Autumn,,Moderate
Silk Factory Road,,10:30 AM,0.0,14.3,4.11,24.0,81.0,30.3,62.2,,Autumn,,Moderate
Silk Factory Road,,10:40 AM,0.0,14.3,4.11,20.0,76.0,29.5,69.32,,Autumn,,Moderate
Silk Factory Road,,10:50 AM,1.25,14.3,0.0,22.0,80.0,30.49,81.96,,Autumn,,Moderate
Silk Factory Road,,11:00 AM,1.25,14.3,0.0,23.0,81.0,29.5,95.21,,Autumn,,Moderate
Silk Factory Road,,11:10 AM,0.0,11.44,0.0,27.0,87.0,28.8,88.78,,Autumn,,Moderate
Silk Factory Road,,11:20 AM,0.0,11.44,2.05,29.0,87.0,29.1,91.38,,Autumn,,Moderate
Silk Factory Road,,11:30 AM,0.0,11.44,4.11,29.0,87.0,28.8,93.04,,Autumn,,Moderate
Silk Factory Road,,11:40 AM,1.25,17.16,6.16,30.0,88.0,29.6,95.45,,Autumn,,Moderate
Silk Factory Road,,11:50 AM,1.25,14.3,0.0,27.0,91.0,29.01,97.4,,Autumn,,Moderate
Silk Factory Road,,12:00 PM,1.25,14.3,0.0,29.0,90.0,29.6,91.51,,Autumn,,Moderate
Silk Factory Road,,12:10 PM,0.0,17.16,0.0,31.0,88.0,29.6,79.3,,Autumn,,Moderate
Silk Factory Road,,12:20 PM,0.0,17.16,2.05,38.0,99.0,29.6,73.82,,Autumn,,Unhealthy for Sensitive Groups
Silk Factory Road,,12:30 PM,0.0,11.44,4.11,36.0,96.0,29.2,66.04,,Autumn,,Unhealthy for Sensitive Groups
Silk Factory Road,,12:40 PM,0.0,14.3,4.11,32.0,90.0,29.3,58.89,,Autumn,,Moderate
Silk Factory Road,,12:50 PM,0.0,14.3,0.0,33.0,90.0,29.4,54.95,,Autumn,,Moderate
